regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior	precision	recall
birA	bioA	-20.0	20.0	0.999929943538	0.999998625171	-1	1.0	0.000384024577573
birA	bioF	-20.0	20.0	0.999924247198	0.999998396033	-1	1.0	0.000768049155146
birA	bioD	-20.0	20.0	0.999863004622	0.999993469561	-1	1.0	0.00115207373272
spoIVCB	yitB	20.0	20.0	0.999808953842	0.999986137138	1	1.0	0.00153609831029
spoIVCB	ytcC	20.0	20.0	0.999790431945	0.999983845756	1	1.0	0.00192012288786
alsR	alsD	20.0	20.0	0.999798109123	0.99998338748	1	1.0	0.00230414746544
alsR	alsS	20.0	20.0	0.999758908156	0.999978575577	1	1.0	0.00268817204301
spoIVCB	ytcB	20.0	20.0	0.999739842798	0.999972847122	1	1.0	0.00307219662058
spoIVCB	yisZ	20.0	20.0	0.999651001867	0.999966889528	1	1.0	0.00345622119816
spoIVCB	yitC	20.0	20.0	0.999697236289	0.999963223317	1	1.0	0.00384024577573
spoIVCB	yitD	20.0	20.0	0.99978583932	0.999960015382	1	1.0	0.0042242703533
sigE	yobW	20.0	20.0	0.999606820771	0.99995898426	0	0.916666666667	0.0042242703533
spoIVCB	ytcA	20.0	20.0	0.999717632335	0.999947641919	1	0.923076923077	0.00460829493088
mntR	mntB	-20.0	20.0	0.999441206188	0.99994489226	-1	0.928571428571	0.00499231950845
birA	bioB	-20.0	20.0	0.999446814404	0.999942830016	-1	0.933333333333	0.00537634408602
spoIVCB	sat	20.0	20.0	0.999471224242	0.999940882341	1	0.9375	0.00576036866359
mntR	mntC	-20.0	20.0	0.999291410919	0.999915791707	-1	0.941176470588	0.00614439324117
cysL	yvgQ	20.0	20.0	0.999149800501	0.999912125496	1	0.944444444444	0.00652841781874
sigG	spoVAA	20.0	20.0	0.999234558835	0.999906969886	1	0.947368421053	0.00691244239631
nadR	nadC	-20.0	20.0	0.999499182975	0.99990513678	-1	0.95	0.00729646697389
birA	bioI	-20.0	20.0	0.999120630673	0.999903532813	-1	0.952380952381	0.00768049155146
bltR	blt	20.0	20.0	0.999133639963	0.999901012293	1	0.954545454545	0.00806451612903
cysL	cysJ	20.0	20.0	0.999112507863	0.999899408325	1	0.95652173913	0.00844854070661
ytlI	ytnL	20.0	20.0	0.998958851113	0.999885087187	1	0.958333333333	0.00883256528418
sigE	yknT	20.0	20.0	0.998946236273	0.999879015024	1	0.96	0.00921658986175
sigG	spoVAC	20.0	20.0	0.999343208174	0.999878671317	1	0.961538461538	0.00960061443932
spoIVCB	cotA	20.0	20.0	0.999241190776	0.999872713723	1	0.962962962963	0.0099846390169
sigG	spoVAD	20.0	20.0	0.999235165543	0.999868245528	1	0.964285714286	0.0103686635945
ytlI	ytnI	20.0	20.0	0.998891231154	0.999867787252	1	0.965517241379	0.010752688172
mntR	mntD	-20.0	20.0	0.998936342167	0.999848883349	-1	0.966666666667	0.0111367127496
nadR	nadB	-20.0	20.0	0.998583339195	0.999846935675	-1	0.967741935484	0.0115207373272
sigE	yngG	20.0	20.0	0.998706523129	0.999843498601	1	0.96875	0.0119047619048
yclA	ubiD	20.0	20.0	0.998891475513	0.999842811187	1	0.969696969697	0.0122887864823
sigE	spoIVFB	20.0	20.0	0.998778952998	0.999842009203	1	0.970588235294	0.0126728110599
sigE	spoIVFA	20.0	20.0	0.998791706214	0.999839717821	1	0.971428571429	0.0130568356375
bltR	bltD	20.0	20.0	0.998811795744	0.999839259544	1	0.972222222222	0.0134408602151
ytlI	ytnJ	20.0	20.0	0.998767765377	0.999833760227	1	0.972972972973	0.0138248847926
spoIVCB	yfnE	20.0	20.0	0.998570814923	0.999833645658	1	0.973684210526	0.0142089093702
spoIVCB	tgl	20.0	20.0	0.998889727204	0.999825396683	1	0.974358974359	0.0145929339478
sigE	yodT	20.0	20.0	0.998424222965	0.999818980813	1	0.975	0.0149769585253
sigE	yokU	20.0	20.0	0.998978115686	0.999812106666	1	0.975609756098	0.0153609831029
birA	bioW	-20.0	20.0	0.998471207416	0.999810044422	-1	0.97619047619	0.0157450076805
sigE	kamA	20.0	20.0	0.999307466951	0.999802139154	1	0.976744186047	0.0161290322581
sigE	spoIIIAD	20.0	20.0	0.998396839731	0.999799160357	1	0.977272727273	0.0165130568356
cymR	ytnI	-20.0	20.0	0.998457777349	0.999794692162	-1	0.977777777778	0.0168970814132
cymR	ytnL	-20.0	20.0	0.998494513443	0.999791713366	-1	0.978260869565	0.0172811059908
yclA	bsdD	20.0	20.0	0.998420476146	0.999789421983	1	0.978723404255	0.0176651305684
ydiH	alsS	-20.0	20.0	0.998284388982	0.999788390861	-1	0.979166666667	0.0180491551459
ahrC	argB	-20.0	20.0	0.998392534109	0.999786672325	-1	0.979591836735	0.0184331797235
sigE	yngHB	20.0	20.0	0.99838631061	0.999784495512	0	0.96	0.0184331797235
sigE	yodR	20.0	20.0	0.998169852882	0.999776475674	1	0.960784313725	0.0188172043011
spoIVCB	yhzE	20.0	20.0	0.998128996075	0.999775902829	1	0.961538461538	0.0192012288786
sigE	yodQ	20.0	20.0	0.998014863311	0.999774757138	1	0.962264150943	0.0195852534562
xpf	xkdK	20.0	20.0	0.998099348024	0.999773955154	1	0.962962962963	0.0199692780338
sigE	yodS	20.0	20.0	0.99809405688	0.999773496878	1	0.963636363636	0.0203533026114
cymR	tcyM	-20.0	20.0	0.999146747181	0.999772694894	-1	0.964285714286	0.0207373271889
xpf	xkdF	20.0	20.0	0.998158093037	0.999767424715	1	0.964912280702	0.0211213517665
cymR	ytnJ	-20.0	20.0	0.998392768853	0.99976685187	-1	0.965517241379	0.0215053763441
spoIVCB	spsI	20.0	20.0	0.998600972424	0.99976295652	1	0.966101694915	0.0218894009217
sigE	ylaK	20.0	20.0	0.998305760301	0.999762727382	0	0.95	0.0218894009217
ahrC	argD	-20.0	20.0	0.998117023468	0.999761008845	-1	0.950819672131	0.0222734254992
sigE	comER	20.0	20.0	0.998225874366	0.999755738666	0	0.935483870968	0.0222734254992
ydiH	alsD	-20.0	20.0	0.998059327092	0.999752874439	-1	0.936507936508	0.0226574500768
ahrC	carA	-20.0	20.0	0.998048476614	0.999751614178	-1	0.9375	0.0230414746544
xpf	xkdM	20.0	20.0	0.998012013525	0.99975138504	1	0.938461538462	0.023425499232
sigE	spoIIIAB	20.0	20.0	0.998520933283	0.999751041333	1	0.939393939394	0.0238095238095
cymR	ytmO	-20.0	20.0	0.998617653104	0.999750468487	-1	0.940298507463	0.0241935483871
spoIVCB	spsB	20.0	20.0	0.997889506028	0.999745885723	1	0.941176470588	0.0245775729647
cymR	rbfK	-20.0	20.0	0.99855648273	0.999745312878	-1	0.942028985507	0.0249615975422
spoIVCB	gerPE	20.0	20.0	0.998498698456	0.999744854601	1	0.942857142857	0.0253456221198
sigY	yxlF	20.0	20.0	0.997879985184	0.999744167187	1	0.943661971831	0.0257296466974
sigE	yuzC	20.0	20.0	0.998018425598	0.999742792357	1	0.944444444444	0.026113671275
ytlI	rbfK	20.0	20.0	0.99887271249	0.999742334081	1	0.945205479452	0.0264976958525
spoIVCB	gerPD	20.0	20.0	0.998320007456	0.999739469853	1	0.945945945946	0.0268817204301
spoIVCB	cgeB	20.0	20.0	0.997918432963	0.999737980455	1	0.946666666667	0.0272657450077
spoIVCB	yodI	20.0	20.0	0.997938387988	0.999737178471	1	0.947368421053	0.0276497695853
spoIVCB	spoVFA	20.0	20.0	0.997876345928	0.999735001658	1	0.948051948052	0.0280337941628
sigE	spoIIIAC	20.0	20.0	0.998104558565	0.999734428813	1	0.948717948718	0.0284178187404
levR	levF	20.0	20.0	0.998225025091	0.999732824845	1	0.949367088608	0.028801843318
sigE	yodP	20.0	20.0	0.997792148912	0.999732710276	1	0.95	0.0291858678955
xpf	ykzM	20.0	20.0	0.997849475749	0.999729731479	0	0.938271604938	0.0291858678955
ahrC	carB	-20.0	20.0	0.99784915013	0.999724117593	-1	0.939024390244	0.0295698924731
levR	levG	20.0	20.0	0.998221647224	0.999722169918	1	0.939759036145	0.0299539170507
spoIVCB	spsA	20.0	20.0	0.997513133436	0.999720451382	1	0.940476190476	0.0303379416283
spoIVCB	gerPA	20.0	20.0	0.998246599547	0.999717701723	1	0.941176470588	0.0307219662058
cymR	tcyK	-20.0	20.0	0.998415191296	0.999714035512	-1	0.941860465116	0.0311059907834
xpf	xkdH	20.0	20.0	0.997756790944	0.999709338178	1	0.942528735632	0.031490015361
sigG	adhB	20.0	20.0	0.997918089823	0.999708536195	1	0.943181818182	0.0318740399386
sigY	yxlE	20.0	20.0	0.997770951276	0.99970658852	1	0.943820224719	0.0322580645161
spoIVCB	cgeC	20.0	20.0	0.997708827797	0.999701318341	1	0.944444444444	0.0326420890937
hxlR	hxlA	20.0	20.0	0.997845515674	0.999697881268	1	0.945054945055	0.0330261136713
xpf	xkdG	20.0	20.0	0.997428524442	0.999692038243	1	0.945652173913	0.0334101382488
sigB	bmr	20.0	20.0	0.997634942237	0.999692038243	1	0.94623655914	0.0337941628264
ohrR	ohrA	-20.0	20.0	0.997427520465	0.999691465398	-1	0.946808510638	0.034178187404
sigE	cotO	20.0	20.0	0.997541966687	0.999690777983	1	0.947368421053	0.0345622119816
sigE	yheC	20.0	20.0	0.997942047746	0.999690319707	1	0.947916666667	0.0349462365591
ycnK	ycnJ	-20.0	20.0	0.997809279152	0.999687570048	-1	0.948453608247	0.0353302611367
xpf	xkdI	20.0	20.0	0.997675100253	0.999686538926	1	0.948979591837	0.0357142857143
cggR	eno	-20.0	20.0	0.997449082283	0.999685164097	-1	0.949494949495	0.0360983102919
sigG	sspP	20.0	20.0	0.998139727932	0.999682070731	1	0.95	0.0364823348694
sigE	yaaH	20.0	20.0	0.997600336837	0.999682070731	1	0.950495049505	0.036866359447
spoIVCB	spoVFB	20.0	20.0	0.99759373877	0.999680466764	1	0.950980392157	0.0372503840246
sigG	ykzD	20.0	20.0	0.997320698288	0.999674394601	0	0.941747572816	0.0372503840246
sigG	splB	20.0	20.0	0.99728927798	0.999670499251	1	0.942307692308	0.0376344086022
spoIVCB	ydgA	20.0	20.0	0.999539335971	0.999666718471	1	0.942857142857	0.0380184331797
spoIVCB	gerPB	20.0	20.0	0.997574765961	0.999666260195	1	0.943396226415	0.0384024577573
levR	levE	20.0	20.0	0.997605131262	0.999664083382	1	0.943925233645	0.0387864823349
sigE	ysxE	20.0	20.0	0.99748486826	0.999662823121	1	0.944444444444	0.0391705069124
cymR	tcyN	-20.0	20.0	0.997826662038	0.999662021138	-1	0.94495412844	0.03955453149
xpf	xkdJ	20.0	20.0	0.997429970151	0.999661562861	1	0.945454545455	0.0399385560676
spoIVCB	gerPC	20.0	20.0	0.997338283471	0.999657552943	1	0.945945945946	0.0403225806452
hxlR	hxlB	20.0	20.0	0.997750934543	0.999652970178	1	0.946428571429	0.0407066052227
yodB	catE	-20.0	20.0	0.997613226016	0.999652397333	-1	0.946902654867	0.0410906298003
sigE	sodF	20.0	20.0	0.997697299455	0.999652168195	1	0.947368421053	0.0414746543779
xpf	ykzL	20.0	20.0	0.997254431164	0.999650907934	0	0.939130434783	0.0414746543779
mntR	mntA	-20.0	20.0	0.996980502727	0.999646210601	-1	0.939655172414	0.0418586789555
sigE	spoIIIAE	20.0	20.0	0.998159388136	0.999644262926	1	0.940170940171	0.042242703533
yxaF	qodI	-20.0	20.0	0.996997506473	0.999642429821	-1	0.940677966102	0.0426267281106
gutR	gutB	20.0	20.0	0.999603650547	0.999640940422	1	0.941176470588	0.0430107526882
spoIVCB	cdoA	20.0	20.0	0.997978776953	0.999639336455	0	0.933333333333	0.0430107526882
yclA	yclB	20.0	20.0	0.997182410181	0.999639221886	1	0.933884297521	0.0433947772657
cymR	tcyL	-20.0	20.0	0.998231736262	0.999638992747	-1	0.934426229508	0.0437788018433
yhjM	ntdC	20.0	20.0	0.999591574926	0.99963738878	1	0.934959349593	0.0441628264209
ytlI	tcyM	20.0	20.0	0.99934580543	0.99963738878	1	0.935483870968	0.0445468509985
sigG	spoVAB	20.0	20.0	0.997574546216	0.999636701365	1	0.936	0.044930875576
sigE	spmA	20.0	20.0	0.997976313229	0.999631316617	1	0.936507936508	0.0453149001536
frlR	frlN	-20.0	20.0	0.997198742485	0.999630400064	-1	0.937007874016	0.0456989247312
ykrK	ykrL	-20.0	20.0	0.997141045215	0.999621807381	-1	0.9375	0.0460829493088
sigG	yraE	20.0	20.0	0.997384103706	0.999621119967	1	0.937984496124	0.0464669738863
yvaP	catE	-20.0	20.0	0.997006606812	0.999618828585	-1	0.938461538462	0.0468509984639
sigG	spoVAEB	20.0	20.0	0.997702617766	0.999617682894	0	0.931297709924	0.0468509984639
sigY	yxlG	20.0	20.0	0.996236520581	0.999616422634	1	0.931818181818	0.0472350230415
ytlI	ytmO	20.0	20.0	0.99888740079	0.999612412715	1	0.932330827068	0.047619047619
ytlI	tcyK	20.0	20.0	0.998309857929	0.999612298146	1	0.932835820896	0.0480030721966
sigY	yxlC	20.0	20.0	0.997121249319	0.999608746503	1	0.933333333333	0.0483870967742
sigG	yezF	20.0	20.0	0.997580149668	0.999607600812	0	0.926470588235	0.0483870967742
bmrR	bmr	20.0	20.0	0.99689490148	0.999603820032	1	0.92700729927	0.0487711213518
treR	treP	-20.0	20.0	0.997092923943	0.999601757788	-1	0.927536231884	0.0491551459293
yuaC	opuBB	-20.0	20.0	0.996877718623	0.999600497528	-1	0.928057553957	0.0495391705069
sigE	yqfD	20.0	20.0	0.997232713606	0.999600039251	1	0.928571428571	0.0499231950845
cymR	tcyJ	-20.0	20.0	0.997833454141	0.999598206146	-1	0.929078014184	0.0503072196621
sigE	spoIIIAA	20.0	20.0	0.997725444808	0.999596029333	1	0.929577464789	0.0506912442396
spoIVCB	spsC	20.0	20.0	0.996997808789	0.999585030699	1	0.93006993007	0.0510752688172
sigE	yngI	20.0	20.0	0.996851468766	0.999583197593	1	0.930555555556	0.0514592933948
sigG	yraG	20.0	20.0	0.997106585491	0.999578500259	1	0.931034482759	0.0518433179724
bceR	bceB	20.0	20.0	0.996580970538	0.999571053268	1	0.931506849315	0.0522273425499
sigG	sspM	20.0	20.0	0.996554703594	0.999568647316	1	0.931972789116	0.0526113671275
sigY	yxlD	20.0	20.0	0.996805663764	0.999567501625	1	0.932432432432	0.0529953917051
yclA	yclD	20.0	20.0	0.996578715099	0.999563949983	0	0.926174496644	0.0529953917051
spoIVCB	spsF	20.0	20.0	0.996491784035	0.999560627479	1	0.926666666667	0.0533794162826
spoIVCB	ymaG	20.0	20.0	0.99762718313	0.999558908942	1	0.927152317881	0.0537634408602
zur	yciC	-20.0	20.0	0.996452834149	0.999553753333	-1	0.927631578947	0.0541474654378
sigE	ymxH	20.0	20.0	0.997994135939	0.999547337463	0	0.921568627451	0.0541474654378
ycgP	ycgM	20.0	20.0	0.996493221583	0.999547337463	1	0.922077922078	0.0545314900154
sigE	yngH	20.0	20.0	0.997467941912	0.999544587804	1	0.922580645161	0.0549155145929
xpf	xkdR	20.0	20.0	0.996927148955	0.999540577885	0	0.916666666667	0.0549155145929
sigE	yjcA	20.0	20.0	0.99794991419	0.99954000504	1	0.917197452229	0.0552995391705
sigG	yveA	20.0	20.0	0.996793857946	0.999537942796	0	0.911392405063	0.0552995391705
mta	blt	20.0	20.0	0.995651428321	0.999532443479	1	0.911949685535	0.0556835637481
spoIVCB	spsG	20.0	20.0	0.996075284165	0.999531297788	1	0.9125	0.0560675883257
gltC	gltD	20.0	20.0	0.996282060908	0.999530037528	1	0.913043478261	0.0564516129032
fnr	narJ	20.0	20.0	0.996092460422	0.999527860715	1	0.913580246914	0.0568356374808
xpf	xkdQ	20.0	20.0	0.996386561612	0.999512737593	0	0.907975460123	0.0568356374808
spoIVCB	cotP	20.0	20.0	0.993917804557	0.999511248194	1	0.908536585366	0.0572196620584
ansR	aspA	-20.0	20.0	0.9962447615	0.999507811121	-1	0.909090909091	0.0576036866359
yodB	catD	-20.0	20.0	0.996226273952	0.999506436292	-1	0.909638554217	0.0579877112135
levR	levD	20.0	20.0	0.996013093627	0.999505748877	1	0.910179640719	0.0583717357911
sigE	spoIIIAF	20.0	20.0	0.995783950103	0.999501051544	1	0.910714285714	0.0587557603687
mta	bltD	20.0	20.0	0.996072493771	0.999499676715	1	0.91124260355	0.0591397849462
ahrC	argH	-20.0	20.0	0.995948517052	0.999497843609	-1	0.911764705882	0.0595238095238
ycgP	ycgN	20.0	20.0	0.995967223309	0.99949646878	1	0.912280701754	0.0599078341014
spoIVCB	spsE	20.0	20.0	0.995659227814	0.999495895934	1	0.912790697674	0.060291858679
sigE	dacB	20.0	20.0	0.996057756548	0.999492229723	1	0.913294797688	0.0606758832565
sigE	yngJ	20.0	20.0	0.995630021201	0.999490167479	1	0.913793103448	0.0610599078341
sigE	yhaL	20.0	20.0	0.995922107195	0.999486615837	1	0.914285714286	0.0614439324117
sigE	mmgA	20.0	20.0	0.995856561916	0.999483522471	1	0.914772727273	0.0618279569892
sigE	asnO	20.0	20.0	0.996622947273	0.999475617202	1	0.915254237288	0.0622119815668
sigG	yoyE	20.0	20.0	0.996391594206	0.999474356942	0	0.910112359551	0.0622119815668
ansR	ansA	-20.0	20.0	0.995310673523	0.999473784097	-1	0.91061452514	0.0625960061444
frlR	frlD	-20.0	20.0	0.99556442349	0.999471950991	-1	0.911111111111	0.062980030722
sigG	gdh	20.0	20.0	0.995546106628	0.999469315902	1	0.911602209945	0.0633640552995
birA	bioYB	-20.0	20.0	0.995538984852	0.999469201332	0	0.906593406593	0.0633640552995
spoIVCB	spsD	20.0	20.0	0.994855132041	0.99946690995	1	0.907103825137	0.0637480798771
fnr	narH	20.0	20.0	0.9954502051	0.99946690995	1	0.907608695652	0.0641321044547
bkdR	lpdV	20.0	20.0	0.995466451639	0.999466795381	1	0.908108108108	0.0645161290323
citT	citM	20.0	20.0	0.995680261735	0.999459004682	1	0.908602150538	0.0649001536098
sigD	cheV	20.0	20.0	0.995392066843	0.999458660975	1	0.909090909091	0.0652841781874
frlR	frlM	-20.0	20.0	0.99513667106	0.999454994763	-1	0.909574468085	0.065668202765
gltC	gltA	20.0	20.0	0.995071450981	0.999449380877	1	0.910052910053	0.0660522273425
fnr	narK	20.0	20.0	0.994952989195	0.999445256389	1	0.910526315789	0.0664362519201
spoIVCB	ypqA	20.0	20.0	0.994995967208	0.999443537853	1	0.910994764398	0.0668202764977
spoIVCB	cotV	20.0	20.0	0.995239854508	0.999443194145	1	0.911458333333	0.0672043010753
treR	treA	-20.0	20.0	0.994645557418	0.99944136104	-1	0.911917098446	0.0675883256528
fnr	narI	20.0	20.0	0.994976340513	0.999440559056	1	0.912371134021	0.0679723502304
sigE	spmB	20.0	20.0	0.99772521884	0.999439757072	1	0.912820512821	0.068356374808
ytlI	tcyL	20.0	20.0	0.998499095394	0.999438611381	1	0.913265306122	0.0687403993856
bkdR	bcd	20.0	20.0	0.995571698379	0.999437351121	1	0.913705583756	0.0691244239631
yesS	yesZ	20.0	20.0	0.995355445475	0.999436892845	1	0.914141414141	0.0695084485407
birA	ytbQ	-20.0	20.0	0.994934312301	0.999432424649	-1	0.914572864322	0.0698924731183
xpf	xepA	20.0	20.0	0.99529921137	0.999427841885	0	0.91	0.0698924731183
sigG	yuzA	20.0	20.0	0.997261141945	0.999427727316	1	0.910447761194	0.0702764976959
bceR	bceA	20.0	20.0	0.995142564951	0.99942726904	1	0.910891089109	0.0706605222734
spoIVCB	cotS	20.0	20.0	0.997055017804	0.999424175674	1	0.911330049261	0.071044546851
bkdR	bkdAA	20.0	20.0	0.994840568304	0.999424175674	1	0.911764705882	0.0714285714286
sigE	mmgC	20.0	20.0	0.995140760433	0.999422800845	1	0.912195121951	0.0718125960061
xpf	xkdS	20.0	20.0	0.995304718025	0.999416384975	0	0.907766990291	0.0718125960061
sigE	yrzE	20.0	20.0	0.994807836901	0.999415239284	0	0.903381642512	0.0718125960061
sigG	spoVAEA	20.0	20.0	0.996137163769	0.999413520747	0	0.899038461538	0.0718125960061
sigE	yheD	20.0	20.0	0.997563268094	0.999412260487	1	0.8995215311	0.0721966205837
sigG	clsB	20.0	20.0	0.995796296381	0.999408135999	0	0.895238095238	0.0721966205837
sigE	yugT	20.0	20.0	0.991058904359	0.99940538634	0	0.890995260664	0.0721966205837
sigE	gerM	20.0	20.0	0.994747112446	0.999403896942	1	0.891509433962	0.0725806451613
sigD	fliT	20.0	20.0	0.996517562592	0.999400459869	1	0.892018779343	0.0729646697389
sigO	yvrJ	20.0	20.0	0.995671091939	0.99939771021	1	0.892523364486	0.0733486943164
zur	yciB	-20.0	20.0	0.993504341827	0.999385451316	-1	0.893023255814	0.073732718894
xpf	xkdP	20.0	20.0	0.996530953736	0.999382128812	0	0.888888888889	0.073732718894
nadR	nadA	-20.0	20.0	0.994231410086	0.999381670536	-1	0.889400921659	0.0741167434716
ahrC	argJ	-20.0	20.0	0.994466593256	0.999381326828	-1	0.889908256881	0.0745007680492
sigG	yvdQ	20.0	20.0	0.994599575618	0.999380295706	1	0.890410958904	0.0748847926267
ytlI	tcyJ	20.0	20.0	0.997180685833	0.99937720234	1	0.890909090909	0.0752688172043
spoIVCB	yurS	20.0	20.0	0.994186226352	0.999376400357	1	0.891402714932	0.0756528417819
sigG	sspK	20.0	20.0	0.994217184881	0.999373650698	1	0.891891891892	0.0760368663594
sigD	yvzG	20.0	20.0	0.996153173063	0.999369411641	0	0.887892376682	0.0760368663594
spoIVCB	cotI	20.0	20.0	0.994318831884	0.999366776552	1	0.888392857143	0.076420890937
sigD	mcpC	20.0	20.0	0.994518150935	0.999366089137	1	0.888888888889	0.0768049155146
yesS	yesU	20.0	20.0	0.994072835191	0.999365172584	1	0.889380530973	0.0771889400922
spoIVCB	yhfA	20.0	20.0	0.995960425723	0.999365058015	0	0.885462555066	0.0771889400922
sigG	spoVAF	20.0	20.0	0.993871864021	0.999363568617	1	0.885964912281	0.0775729646697
sigG	glcU	20.0	20.0	0.995536922306	0.999362308357	1	0.886462882096	0.0779569892473
yfmP	yfmO	-20.0	20.0	0.994487302912	0.999358413007	-1	0.886956521739	0.0783410138249
yesS	yesY	20.0	20.0	0.9940492387	0.999357611023	1	0.887445887446	0.0787250384025
sigE	spoVR	20.0	20.0	0.993908918799	0.999355892487	1	0.887931034483	0.07910906298
nadR	nifS	-20.0	20.0	0.994019027267	0.999352226275	-1	0.888412017167	0.0794930875576
sigG	ydfR	20.0	20.0	0.996096541641	0.999350736877	1	0.888888888889	0.0798771121352
cymR	ytnM	-20.0	20.0	0.994455606878	0.999349934893	-1	0.889361702128	0.0802611367127
sigE	spoIIIAG	20.0	20.0	0.994125570739	0.999348330926	1	0.889830508475	0.0806451612903
phoP	ydhF	20.0	20.0	0.998033642976	0.999344206438	1	0.89029535865	0.0810291858679
sigE	mmgB	20.0	20.0	0.993899634583	0.999343862731	1	0.890756302521	0.0814132104455
sigE	cotJC	20.0	20.0	0.994234764168	0.999343519023	1	0.891213389121	0.081797235023
spoIVCB	yjzK	20.0	20.0	0.993763157577	0.999341915056	0	0.8875	0.081797235023
spoIVCB	yqfQ	20.0	20.0	0.994096392113	0.99934134221	1	0.887966804979	0.0821812596006
sigE	yutH	20.0	20.0	0.994282547827	0.999340311088	1	0.888429752066	0.0825652841782
cggR	tpiA	-20.0	20.0	0.993399851143	0.999339509105	-1	0.888888888889	0.0829493087558
sigG	yitF	20.0	20.0	0.994880451869	0.999338592552	1	0.889344262295	0.0833333333333
ytlI	tcyN	20.0	20.0	0.994258577118	0.999336988584	1	0.889795918367	0.0837173579109
sigE	mmgD	20.0	20.0	0.99430363451	0.99933240582	1	0.890243902439	0.0841013824885
gutR	gutP	20.0	20.0	0.995080231639	0.999331260129	1	0.890688259109	0.0844854070661
ahrC	argF	-20.0	20.0	0.992899925983	0.999329427023	-1	0.891129032258	0.0848694316436
yvaP	catD	-20.0	20.0	0.993900100012	0.999327708487	-1	0.89156626506	0.0852534562212
sigD	fliS	20.0	20.0	0.991561716814	0.99932725021	1	0.892	0.0856374807988
cggR	pgk	-20.0	20.0	0.993654547013	0.999326906503	-1	0.892430278884	0.0860215053763
zur	yczL	-20.0	20.0	0.993596629564	0.999326562796	0	0.888888888889	0.0860215053763
spoIVCB	cgeA	20.0	20.0	0.993550191298	0.999325760812	1	0.889328063241	0.0864055299539
sigG	yxeD	20.0	20.0	0.994656588056	0.999317970113	1	0.889763779528	0.0867895545315
bkdR	bkdAB	20.0	20.0	0.993701121593	0.999315678731	1	0.890196078431	0.0871735791091
spoIVCB	gerT	20.0	20.0	0.993124950678	0.999310064844	1	0.890625	0.0875576036866
ahrC	rocA	20.0	20.0	0.994143681827	0.999306054926	1	0.891050583658	0.0879416282642
sigG	uvsE	20.0	20.0	0.995264230003	0.99930032647	0	0.887596899225	0.0879416282642
sigE	cotJB	20.0	20.0	0.993519458017	0.999298951641	1	0.888030888031	0.0883256528418
spoIVCB	ylbE	20.0	20.0	0.992670993301	0.999297003966	1	0.888461538462	0.0887096774194
fnr	narG	20.0	20.0	0.992077348835	0.999296774828	1	0.888888888889	0.0890937019969
sigW	ythQ	20.0	20.0	0.994573488856	0.999295399999	1	0.889312977099	0.0894777265745
sigE	prkA	20.0	20.0	0.992773159197	0.999295056292	1	0.889733840304	0.0898617511521
spoIVCB	ytlC	20.0	20.0	0.99243528683	0.999290015251	1	0.890151515152	0.0902457757296
spoIVCB	ylbD	20.0	20.0	0.993206395918	0.999282911966	1	0.890566037736	0.0906298003072
spoIVCB	yoaN	20.0	20.0	0.989849651521	0.999282682828	1	0.890977443609	0.0910138248848
sigG	yusN	20.0	20.0	0.993215615237	0.999276725235	1	0.89138576779	0.0913978494624
frlR	frlO	-20.0	20.0	0.994013813422	0.999276266958	-1	0.891791044776	0.0917818740399
sigG	yozF	20.0	20.0	0.992837492062	0.999275006698	0	0.888475836431	0.0917818740399
desR	des	20.0	20.0	0.99256786244	0.999274433852	1	0.888888888889	0.0921658986175
sigG	sspO	20.0	20.0	0.99554637816	0.999273288161	1	0.889298892989	0.0925499231951
sigD	flhO	20.0	20.0	0.992577581775	0.999271340487	1	0.889705882353	0.0929339477727
spoIVCB	gerPF	20.0	20.0	0.996746662868	0.999266184877	1	0.89010989011	0.0933179723502
yesS	yesW	20.0	20.0	0.99303046026	0.99926584117	1	0.890510948905	0.0937019969278
cggR	pgm	-20.0	20.0	0.992219086322	0.999265382893	-1	0.890909090909	0.0940860215054
sigG	sleB	20.0	20.0	0.994785248513	0.999264351771	1	0.891304347826	0.0944700460829
sigD	mcpB	20.0	20.0	0.994589951966	0.999259769007	1	0.891696750903	0.0948540706605
phoP	tuaE	20.0	20.0	0.998402241129	0.999258967023	1	0.892086330935	0.0952380952381
purR	purS	-20.0	20.0	0.992668462908	0.999256675641	-1	0.89247311828	0.0956221198157
purR	purC	-20.0	20.0	0.992857213887	0.999255415381	-1	0.892857142857	0.0960061443932
sigE	yngE	20.0	20.0	0.997874122054	0.999253811413	1	0.893238434164	0.0963901689708
hrcA	grpE	-20.0	20.0	0.9946564674	0.999248999511	-1	0.893617021277	0.0967741935484
sigD	yfmT	20.0	20.0	0.990933867082	0.999247395543	1	0.893992932862	0.097158218126
yhjM	ntdB	20.0	20.0	0.994469332105	0.999244073039	1	0.894366197183	0.0975422427035
phoP	tuaB	20.0	20.0	0.997493176731	0.999243271056	1	0.894736842105	0.0979262672811
sigB	ydaS	20.0	20.0	0.994258031637	0.999242927348	1	0.895104895105	0.0983102918587
spoIVCB	sspG	20.0	20.0	0.994790389762	0.999240635966	1	0.895470383275	0.0986943164363
yybR	yfkO	20.0	20.0	0.990480521482	0.999240292259	1	0.895833333333	0.0990783410138
sigB	yfkM	20.0	20.0	0.991761683496	0.999238000877	1	0.896193771626	0.0994623655914
