regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior	precision	recall
ylaC	yobV	20.0	20.0	0.765867247877	0.993874448185	0	0.757525083612	0.521889400922
araR	araE	-20.0	20.0	0.705446817756	0.993865053518	-1	0.757660167131	0.522273425499
sigE	yrdD	20.0	20.0	0.911294362959	0.993863907827	0	0.75723830735	0.522273425499
lmrA	ycnC	-20.0	20.0	0.758929981565	0.993862532998	0	0.756816917084	0.522273425499
sigD	yoyA	20.0	20.0	0.71584748966	0.993855658852	0	0.756395995551	0.522273425499
spxA	srfAA	-20.0	20.0	0.792288538994	0.993845347632	-1	0.756531406337	0.522657450077
sigB	ytkL	20.0	20.0	0.723144059552	0.993843285388	1	0.756666666667	0.523041474654
ccpA	treP	-20.0	20.0	0.774428212123	0.993833890722	-1	0.756801776791	0.523425499232
sigD	yqaR	20.0	20.0	0.762581277101	0.993833203307	0	0.756381798002	0.523425499232
ansR	mleN	-20.0	20.0	0.796165281014	0.993828849681	0	0.75596228508	0.523425499232
yuaC	opuCA	-20.0	20.0	0.79615594225	0.99382380864	0	0.755543237251	0.523425499232
spoIIID	spoIIIAF	-20.0	20.0	0.686691332262	0.99381739277	-1	0.75567867036	0.52380952381
rok	albA	-20.0	20.0	0.704412196265	0.993817049063	-1	0.755813953488	0.524193548387
sigM	ywtF	20.0	20.0	0.772108634466	0.993810518624	1	0.755949086884	0.524577572965
spo0A	ftsE	-20.0	20.0	0.690495094504	0.993809831209	-1	0.756084070796	0.524961597542
sigE	ywlD	20.0	20.0	0.786770123288	0.993805821291	0	0.755666113875	0.524961597542
spo0A	sigG	20.0	20.0	0.686812181365	0.993795510071	0	0.755248618785	0.524961597542
resD	resA	20.0	20.0	0.757340739563	0.993790239892	1	0.755383765875	0.52534562212
spo0A	yabS	20.0	20.0	0.703781421366	0.993789896185	0	0.754966887417	0.52534562212
sigW	yozO	20.0	20.0	0.766354482095	0.993780501518	1	0.755102040816	0.525729646697
yraB	yxcE	20.0	20.0	0.794556160342	0.993775804185	0	0.754685777288	0.525729646697
sigW	sppA	20.0	20.0	0.688093291154	0.993774429356	1	0.754820936639	0.526113671275
sigB	csbB	20.0	20.0	0.739317486968	0.993759420803	1	0.754955947137	0.526497695853
abrB	gmuE	20.0	20.0	0.766893410866	0.993754838039	1	0.755090809026	0.52688172043
spo0A	ycgN	20.0	20.0	0.761256864358	0.99374956786	1	0.755225522552	0.527265745008
comK	yckA	20.0	20.0	0.805151443351	0.993722529551	0	0.754810335349	0.527265745008
sigG	ydzR	20.0	20.0	0.721126888716	0.993710958071	0	0.754395604396	0.527265745008
yraB	yqiG	20.0	20.0	0.709714470167	0.993697782624	0	0.75398132894	0.527265745008
ccpA	licA	-20.0	20.0	0.704592531104	0.993690221063	-1	0.754116355653	0.527649769585
bltR	yvdS	20.0	20.0	0.755090356275	0.993689533648	0	0.753702687877	0.527649769585
desR	gabT	20.0	20.0	0.724380919563	0.993687929681	0	0.753289473684	0.527649769585
yvdT	yvdS	20.0	20.0	0.714022164813	0.993674983372	0	0.752876712329	0.527649769585
arfM	lctP	20.0	20.0	0.724791657213	0.993671088022	1	0.753012048193	0.528033794163
fur	efeN	-20.0	20.0	0.774691549779	0.993657683437	-1	0.753147235906	0.52841781874
sigE	ytrH	20.0	20.0	0.807242331049	0.993656079469	1	0.753282275711	0.528801843318
sigM	yhdL	20.0	20.0	0.681087623743	0.993655048347	1	0.753417167851	0.529185867896
sigE	exuT	20.0	20.0	0.662451139848	0.993652642396	1	0.753551912568	0.529569892473
ccpA	malA	-20.0	20.0	0.684290772839	0.993651382136	-1	0.753686510104	0.529953917051
sigA	prfB	20.0	20.0	0.70203461814	0.993631103404	1	0.753820960699	0.530337941628
sigA	rpsM	20.0	20.0	0.748233539958	0.993629843144	1	0.753955264594	0.530721966206
abrB	skfA	-20.0	20.0	0.81389345146	0.9936277809	-1	0.754089422028	0.531105990783
gmuR	gmuF	-20.0	20.0	0.736720951483	0.993624343827	-1	0.754223433243	0.531490015361
yozG	yjzF	20.0	20.0	0.748101860459	0.993611397518	0	0.753812636166	0.531490015361
abrB	ybdN	-20.0	20.0	0.694934826269	0.993610366396	-1	0.75394665215	0.531874039939
sigE	dacF	20.0	20.0	0.689991075655	0.99360085716	0	0.753536452666	0.531874039939
sigW	yceG	20.0	20.0	0.708142903639	0.993596045258	1	0.753670473083	0.532258064516
rok	yydJ	-20.0	20.0	0.666868743477	0.993583900933	-1	0.753804347826	0.532642089094
sigA	rplO	20.0	20.0	0.694454090904	0.993581494981	1	0.753938077132	0.533026113671
ccpA	ylbP	-20.0	20.0	0.71669791652	0.993577255924	-1	0.754071661238	0.533410138249
gerE	cotW	20.0	20.0	0.678110086007	0.993574964542	1	0.75420510038	0.533794162826
ctsR	clpP	-20.0	20.0	0.692982926657	0.993559955989	-1	0.754338394794	0.534178187404
sigW	yceD	20.0	20.0	0.754825669721	0.993555487794	1	0.754471544715	0.534562211982
spxA	srfAC	-20.0	20.0	0.757960466812	0.993533605095	-1	0.754604550379	0.534946236559
ansR	mleA	-20.0	20.0	0.756419299287	0.993533146819	0	0.754195993503	0.534946236559
spo0A	ybbE	20.0	20.0	0.666618272148	0.993522262754	0	0.753787878788	0.534946236559
fur	ywjB	-20.0	20.0	0.782546924608	0.993520887924	-1	0.753921038399	0.535330261137
sigB	ydfO	20.0	20.0	0.736538959647	0.993520773355	1	0.754054054054	0.535714285714
lexA	yprB	-20.0	20.0	0.726674374834	0.993518596542	0	0.753646677472	0.535714285714
lmrA	yvsG	-20.0	20.0	0.74872012165	0.993512638949	0	0.753239740821	0.535714285714
sigD	yobB	-20.0	20.0	0.702586314448	0.993503587989	0	0.752833243389	0.535714285714
spoIIID	spoIIIAG	-20.0	20.0	0.677915727164	0.993500838331	-1	0.752966558792	0.536098310292
rok	albG	-20.0	20.0	0.732437496283	0.993500150916	-1	0.753099730458	0.536482334869
ccpA	gntP	-20.0	20.0	0.819230458818	0.993490985388	-1	0.753232758621	0.536866359447
sigW	yknX	20.0	20.0	0.776077074805	0.993464290786	1	0.753365643511	0.537250384025
ctsR	clpE	-20.0	20.0	0.747080188192	0.993463374233	-1	0.753498385361	0.537634408602
sigD	yabO	20.0	20.0	0.810768168583	0.993456729225	0	0.753093060785	0.537634408602
codY	gabP	-20.0	20.0	0.82322384051	0.993450886201	-1	0.753225806452	0.53801843318
abrB	yydG	-20.0	20.0	0.751552817497	0.993449396802	-1	0.753358409457	0.538402457757
spoIVCB	ytkC	20.0	20.0	0.745602013493	0.993438398168	0	0.752953813104	0.538402457757
sigE	yvdQ	20.0	20.0	0.70369161282	0.993437481615	0	0.7525496511	0.538402457757
sigH	phrC	20.0	20.0	0.726008309788	0.993432898851	1	0.752682403433	0.538786482335
sigG	yppC	20.0	20.0	0.713889393239	0.993426253843	0	0.752278820375	0.538786482335
abrB	epsC	-20.0	20.0	0.771739173608	0.993419150558	-1	0.752411575563	0.539170506912
yvrH	ytnA	20.0	20.0	0.689480031791	0.993408266493	0	0.752008569898	0.539170506912
ctsR	yacK	-20.0	20.0	0.675494670409	0.993400246656	-1	0.752141327623	0.53955453149
sigE	ycgF	20.0	20.0	0.765300778163	0.993392799664	1	0.752273943285	0.539938556068
spoIIID	yqfZ	-20.0	20.0	0.695056645815	0.993384665257	-1	0.752406417112	0.540322580645
glnR	ureA	-20.0	20.0	0.693098098969	0.993381686461	-1	0.752538749332	0.540706605223
sigB	yraA	20.0	20.0	0.667472960287	0.993372520932	1	0.752670940171	0.5410906298
sigA	menB	20.0	20.0	0.7866171769	0.993363355404	1	0.752802989856	0.541474654378
sigY	ydaH	20.0	20.0	0.694503170581	0.993348575989	0	0.752401280683	0.541474654378
sigE	prpB	20.0	20.0	0.826804398965	0.993339410461	1	0.752533333333	0.541858678955
gerE	cotV	20.0	20.0	0.70640280917	0.993315350948	1	0.752665245203	0.542242703533
sigE	alkA	20.0	20.0	0.80582583728	0.993315236379	0	0.752264251465	0.542242703533
purR	purA	-20.0	20.0	0.82990871538	0.993312143013	-1	0.752396166134	0.542626728111
sigG	ywmE	20.0	20.0	0.868289067784	0.993309622493	0	0.751995742416	0.542626728111
codY	ptb	-20.0	20.0	0.723921361931	0.993300342396	-1	0.752127659574	0.543010752688
spxA	nfrA	20.0	20.0	0.793949868121	0.993300227826	1	0.75225943647	0.543394777266
gerE	yqcI	-20.0	20.0	0.687504850929	0.9932958742	0	0.751859723698	0.543394777266
ftsR	yhdV	20.0	20.0	0.728383256665	0.993289000054	0	0.751460435475	0.543394777266
abrB	ctaO	-20.0	20.0	0.690929993204	0.99328441729	-1	0.751592356688	0.543778801843
sigE	mlpA	20.0	20.0	0.838988094603	0.993277543143	0	0.751193633952	0.543778801843
sigB	bofC	20.0	20.0	0.727720874594	0.993261045192	1	0.751325556734	0.544162826421
phoP	yycP	20.0	20.0	0.865612427133	0.993251879664	1	0.751457339693	0.544546850998
lexA	ymaC	-20.0	20.0	0.750973425773	0.993241453875	0	0.751059322034	0.544546850998
sigB	ybyB	20.0	20.0	0.714252933333	0.993237214818	1	0.751191106406	0.544930875576
yraB	yrpC	20.0	20.0	0.73746681699	0.993232746623	0	0.750793650794	0.544930875576
ykrK	khtS	-20.0	20.0	0.689040263583	0.993224612217	0	0.750396615547	0.544930875576
rok	albB	-20.0	20.0	0.707251320313	0.99322025859	-1	0.750528541226	0.545314900154
codY	rapA	-20.0	20.0	0.675854215808	0.99320754142	-1	0.750660327522	0.545698924731
ccpA	icd	-20.0	20.0	0.687614859981	0.993198146753	-1	0.750791974657	0.546082949309
comK	phrH	20.0	20.0	0.665597974745	0.993195740802	0	0.750395778364	0.546082949309
ywrC	ywrA	20.0	20.0	0.712449133183	0.993186116997	0	0.75	0.546082949309
ydfI	ynzE	20.0	20.0	0.784060400863	0.9931690462	0	0.749604638904	0.546082949309
yesS	citH	20.0	20.0	0.658544558135	0.993165379989	0	0.749209694415	0.546082949309
degU	yvcA	20.0	20.0	0.675032316362	0.993135935729	1	0.74934175882	0.546466973886
sigY	yebC	20.0	20.0	0.686330237333	0.99312424968	0	0.748947368421	0.546466973886
sigX	cypB	20.0	20.0	0.715330778127	0.99312035433	1	0.749079431878	0.546850998464
degU	pssA	-20.0	20.0	0.678113873762	0.993117260964	0	0.748685594111	0.546850998464
degU	yvyG	20.0	20.0	0.661030398897	0.993116688119	1	0.748817656332	0.547235023041
liaR	liaF	20.0	20.0	0.811850267444	0.993110845094	1	0.748949579832	0.547619047619
spxA	suhB	20.0	20.0	0.666891932549	0.993104658363	0	0.748556430446	0.547619047619
yclA	cypX	20.0	20.0	0.713863436401	0.993099961029	0	0.748163693599	0.547619047619
yesS	yesO	20.0	20.0	0.803386405225	0.993086441875	0	0.747771368642	0.547619047619
spxA	srfAB	-20.0	20.0	0.68201879627	0.993052987696	-1	0.747903563941	0.548003072197
comK	hxlR	20.0	20.0	0.709680288677	0.993050467176	0	0.747511786276	0.548003072197
walR	lytE	20.0	20.0	0.751737235719	0.993045196997	1	0.747643979058	0.548387096774
sigH	yccK	20.0	20.0	0.716731597526	0.993035229484	0	0.747252747253	0.548387096774
ccpA	gmuE	-20.0	20.0	0.683372181136	0.993030532151	-1	0.747384937238	0.548771121352
sigW	yqfD	20.0	20.0	0.699746333884	0.993026293094	0	0.746994249869	0.548771121352
ccpA	acuA	-20.0	20.0	0.638586541383	0.993024116281	-1	0.747126436782	0.549155145929
purR	nusB	-20.0	20.0	0.729225538317	0.993023772574	-1	0.74725848564	0.549539170507
degU	ywqI	20.0	20.0	0.707404618516	0.993022741452	0	0.746868475992	0.549539170507
yesS	yteT	20.0	20.0	0.731010836708	0.993016211013	0	0.746478873239	0.549539170507
sigB	mecA	20.0	20.0	0.739784745832	0.993007045484	0	0.746089676747	0.549539170507
resD	qoxD	20.0	20.0	0.683146102966	0.992990547533	0	0.745700885878	0.549539170507
abrB	hpr	20.0	20.0	0.687369977367	0.992979778037	1	0.745833333333	0.549923195084
abrB	albA	-20.0	20.0	0.658282318972	0.992959041029	-1	0.745965642894	0.550307219662
spoIIID	spoIIIAD	-20.0	20.0	0.68024444821	0.992945865582	-1	0.746097814776	0.55069124424
ccpA	qcrB	-20.0	20.0	0.679883973485	0.992941970232	0	0.745709828393	0.55069124424
ymfC	yheN	20.0	20.0	0.827827516567	0.992937387468	0	0.745322245322	0.55069124424
cymR	ydbM	-20.0	20.0	0.73893215291	0.992930055045	-1	0.745454545455	0.551075268817
exuR	cotO	20.0	20.0	0.638497029485	0.992914931923	0	0.745067497404	0.551075268817
rsfA	spoIIR	-20.0	20.0	0.633577427051	0.992900954492	-1	0.745199792423	0.551459293395
ykrK	khtT	-20.0	20.0	0.690715768789	0.992890528704	0	0.744813278008	0.551459293395
ykrK	yhaU	-20.0	20.0	0.684839009176	0.992882165159	0	0.744427164334	0.551459293395
spxA	comS	-20.0	20.0	0.668017835047	0.992877124118	-1	0.744559585492	0.551843317972
sigE	yhfW	20.0	20.0	0.681888681579	0.99287173937	0	0.744174003107	0.551843317972
sigE	yisY	20.0	20.0	0.726115460858	0.992870708248	1	0.744306418219	0.55222734255
ftsR	flhO	20.0	20.0	0.727399177546	0.992862115566	0	0.743921365753	0.55222734255
sigM	bcrC	20.0	20.0	0.675506439948	0.992844701061	1	0.74405377456	0.552611367127
yraB	yhfK	20.0	20.0	0.690718346639	0.992834275273	0	0.743669250646	0.552611367127
resD	ywdK	20.0	20.0	0.673386655879	0.992830952769	0	0.743285123967	0.552611367127
sigG	yhbJ	20.0	20.0	0.789321971614	0.992818235598	0	0.742901393908	0.552611367127
rok	epsK	-20.0	20.0	0.676871328059	0.992807236964	0	0.742518059856	0.552611367127
spoVT	yrzQ	20.0	20.0	0.658625491774	0.992793488671	0	0.742135121196	0.552611367127
ccpA	rocG	-20.0	20.0	0.743085136368	0.992785697972	-1	0.742268041237	0.552995391705
yqaE	exuM	-20.0	20.0	0.830974378059	0.992784437712	0	0.741885625966	0.552995391705
sigL	acoB	20.0	20.0	0.655781257905	0.992765877517	1	0.74201853759	0.553379416283
yqaE	yqbH	-20.0	20.0	0.783794449845	0.992764846395	0	0.741636644364	0.553379416283
spoVT	yhdB	20.0	20.0	0.670134541976	0.992764731826	0	0.741255144033	0.553379416283
sigB	yflB	20.0	20.0	0.750215533937	0.992760836476	0	0.74087403599	0.553379416283
sigF	yqhQ	20.0	20.0	0.77718779176	0.992736204118	1	0.741007194245	0.55376344086
glnR	ureB	-20.0	20.0	0.667300460786	0.992733912736	-1	0.741140215716	0.554147465438
spxA	cysK	20.0	20.0	0.684368068992	0.992721539273	1	0.741273100616	0.554531490015
abrB	dhbF	-20.0	20.0	0.658187445081	0.992713061159	-1	0.741405849153	0.554915514593
codY	yuiA	-20.0	20.0	0.687777259012	0.992711228053	-1	0.741538461538	0.555299539171
spoIIID	spoVB	-20.0	20.0	0.684837519862	0.992702864508	-1	0.741670937981	0.555683563748
yoaU	yrrI	20.0	20.0	0.672574604782	0.992701145972	0	0.741290983607	0.555683563748
liaR	yqhP	20.0	20.0	0.666767440044	0.992699656573	0	0.740911418331	0.555683563748
yobQ	ylmA	20.0	20.0	0.751133663075	0.992692553289	0	0.740532241556	0.555683563748
degU	yitM	20.0	20.0	0.635841294116	0.992669181191	0	0.740153452685	0.555683563748
ccpA	iolC	-20.0	20.0	0.678118304691	0.992663567305	-1	0.740286298569	0.556067588326
sigE	yyaD	20.0	20.0	0.684836767108	0.992654860053	1	0.740419008687	0.556451612903
rok	yydD	-20.0	20.0	0.712609725956	0.992652797809	0	0.740040858018	0.556451612903
sigA	rplC	20.0	20.0	0.788668259698	0.992652568671	1	0.740173557938	0.556835637481
sigW	yceF	20.0	20.0	0.702607876451	0.992637216411	1	0.740306122449	0.557219662058
liaR	liaG	20.0	20.0	0.723711005417	0.99263091511	1	0.740438551759	0.557603686636
ylbO	spoIIM	-20.0	20.0	0.646998321529	0.992627478037	-1	0.740570846075	0.557987711214
ydfI	glnP	20.0	20.0	0.644156787884	0.992617854232	0	0.740193581253	0.557987711214
sigA	ybzG	20.0	20.0	0.675866944653	0.992614531728	0	0.739816700611	0.557987711214
sigG	yvnB	20.0	20.0	0.68917967026	0.992601127142	0	0.739440203562	0.557987711214
spxA	yceK	20.0	20.0	0.68807533135	0.992596658947	0	0.739064089522	0.557987711214
msmR	msmE	20.0	20.0	0.722889015612	0.992595971533	0	0.738688357905	0.557987711214
sigM	asnB	20.0	20.0	0.695534686377	0.992579129874	0	0.73831300813	0.557987711214
abrB	sdpA	-20.0	20.0	0.765377355936	0.99257832789	-1	0.73844591163	0.558371735791
ftsR	yphF	20.0	20.0	0.68703039017	0.992575005386	0	0.73807106599	0.558371735791
abrB	ydzJ	-20.0	20.0	0.694898744001	0.992563319337	0	0.73769660071	0.558371735791
yhjM	yqbE	20.0	20.0	0.743174257824	0.992548081646	0	0.737322515213	0.558371735791
spxA	yrrT	20.0	20.0	0.646704271454	0.992539145256	1	0.737455651292	0.558755760369
spoIVCB	ypqP	20.0	20.0	0.73253362113	0.992533760508	0	0.737082066869	0.558755760369
spxA	ymzA	20.0	20.0	0.681559826691	0.992527573776	0	0.736708860759	0.558755760369
resD	ydhE	20.0	20.0	0.648987844598	0.992526313516	0	0.736336032389	0.558755760369
spoIVCB	yycQ	20.0	20.0	0.755754355445	0.992519324801	0	0.735963581184	0.558755760369
sigA	adk	20.0	20.0	0.6685430265	0.992514971175	1	0.736097067745	0.559139784946
codY	yhaA	-20.0	20.0	0.660418760984	0.992511075825	0	0.735725113694	0.559139784946
sigD	ytlR	20.0	20.0	0.668042061152	0.99250912815	0	0.735353535354	0.559139784946
sigD	csrA	20.0	20.0	0.682757216261	0.992497212963	0	0.734982332155	0.559139784946
sigE	yknU	20.0	20.0	0.704098905321	0.992491942784	0	0.734611503532	0.559139784946
resD	ycnK	20.0	20.0	0.641422573684	0.992486443467	0	0.734241048916	0.559139784946
hxlR	yurQ	20.0	20.0	0.692782698863	0.992476017679	0	0.733870967742	0.559139784946
sigY	ykzO	20.0	20.0	0.780847562426	0.99245791576	0	0.733501259446	0.559139784946
degU	yxiD	20.0	20.0	0.756226906397	0.992443938329	0	0.733131923464	0.559139784946
abrB	qcrA	-20.0	20.0	0.796242245118	0.992429044345	-1	0.733266230498	0.559523809524
sigG	sspF	20.0	20.0	0.686555059998	0.992425148996	1	0.733400402414	0.559907834101
sigH	yhfC	20.0	20.0	0.639850199547	0.992422857614	0	0.733031674208	0.559907834101
ydfI	gerBA	20.0	20.0	0.635348708196	0.99240670337	0	0.732663316583	0.559907834101
abrB	qcrB	-20.0	20.0	0.748528212971	0.992404526557	-1	0.732797589151	0.560291858679
hrcA	groES	-20.0	20.0	0.696670032922	0.992397194134	-1	0.732931726908	0.560675883257
cymR	yjnA	-20.0	20.0	0.640638565084	0.992396163012	0	0.732563973909	0.560675883257
spoIIID	spoIIIAB	-20.0	20.0	0.630925122634	0.992396163012	-1	0.732698094283	0.561059907834
ccpA	gmuD	-20.0	20.0	0.746685935351	0.992391580248	-1	0.732832080201	0.561443932412
sigA	rpsN	20.0	20.0	0.749858150789	0.992385049809	1	0.732965931864	0.561827956989
abrB	besA	-20.0	20.0	0.79813379041	0.992380123337	-1	0.733099649474	0.562211981567
sigA	rplN	20.0	20.0	0.708148125961	0.992377602817	1	0.733233233233	0.562596006144
sigB	nfrA	20.0	20.0	0.767620845916	0.992375769711	0	0.732866433217	0.562596006144
sigG	yrzK	20.0	20.0	0.644384364802	0.992373822036	0	0.7325	0.562596006144
sigW	yceE	20.0	20.0	0.641897352523	0.992373478329	1	0.732633683158	0.562980030722
ydfI	yhjQ	20.0	20.0	0.709116677723	0.99237084324	0	0.732267732268	0.562980030722
abrB	ppsB	-20.0	20.0	0.715180013854	0.992368780996	-1	0.732401397903	0.5633640553
sigG	ylzJ	20.0	20.0	0.785471977503	0.992368437288	0	0.732035928144	0.5633640553
spo0A	dltE	-20.0	20.0	0.625608236173	0.992367979012	-1	0.73216957606	0.563748079877
sigB	csbC	20.0	20.0	0.602997450104	0.992364541939	1	0.732303090728	0.564132104455
spo0A	pdhD	-20.0	20.0	0.824068070439	0.992363625386	0	0.731938216243	0.564132104455
sigF	ywnJ	20.0	20.0	0.695252474559	0.992347929418	1	0.732071713147	0.564516129032
degU	yfjA	20.0	20.0	0.675733104398	0.99233360828	0	0.731707317073	0.564516129032
gerE	yjaU	20.0	20.0	0.694617092341	0.992329483792	0	0.731343283582	0.564516129032
yufM	aapA	20.0	20.0	0.6214939183	0.992322838784	0	0.730979612133	0.564516129032
sigG	yvaB	20.0	20.0	0.733466996279	0.992312642134	1	0.73111332008	0.56490015361
bltR	yxbG	20.0	20.0	0.644263754716	0.992288238914	0	0.730750124193	0.56490015361
abrB	yxbD	-20.0	20.0	0.721608825847	0.992285947532	-1	0.730883813307	0.565284178187
sigB	ykuT	20.0	20.0	0.632538898228	0.992282510459	1	0.731017369727	0.565668202765
sigA	rplV	20.0	20.0	0.691627102275	0.992274605191	1	0.731150793651	0.566052227343
fur	ymcA	20.0	20.0	0.639133734151	0.992261773451	0	0.730788299455	0.566052227343
ansR	pbuE	-20.0	20.0	0.639047821336	0.992259023792	0	0.730426164519	0.566052227343
dnaA	yydA	-20.0	20.0	0.706264094163	0.992253409906	-1	0.730559683011	0.56643625192
yclJ	yngA	20.0	20.0	0.722914290405	0.992244473516	1	0.730693069307	0.566820276498
mgsR	ybyB	20.0	20.0	0.667583216146	0.992243327825	0	0.73033151905	0.566820276498
lexA	ynzC	-20.0	20.0	0.679895830108	0.992242984117	-1	0.730464886251	0.567204301075
yvdT	yvdR	20.0	20.0	0.697681792718	0.992238286784	0	0.730103806228	0.567204301075
yclA	yvmC	20.0	20.0	0.66409026277	0.992235537125	0	0.729743083004	0.567204301075
sigA	rpmJ	20.0	20.0	0.737598566147	0.992218810036	1	0.72987654321	0.567588325653
sigF	lonB	20.0	20.0	0.984621970038	0.992213081581	1	0.730009871668	0.56797235023
glnR	glnA	-20.0	20.0	0.70026567486	0.992202655792	-1	0.730143068574	0.568356374808
ccpA	yobO	-20.0	20.0	0.690142994008	0.992189365776	-1	0.730276134122	0.568740399386
sigA	rpoC	20.0	20.0	0.666939447636	0.992177221451	1	0.730409068507	0.569124423963
sigB	yitT	20.0	20.0	0.702962006362	0.992156140735	1	0.730541871921	0.569508448541
codY	yjcK	-20.0	20.0	0.687338898566	0.992148579174	0	0.730182176268	0.569508448541
sigB	yhdN	20.0	20.0	0.648545789311	0.992142392442	1	0.73031496063	0.569892473118
sigW	yknY	20.0	20.0	0.68379089618	0.992123259402	1	0.730447614363	0.570276497696
pucR	ureB	20.0	20.0	0.870724059861	0.99211833293	1	0.73058013766	0.570660522273
sigW	yceH	20.0	20.0	0.667363673397	0.992116499824	1	0.730712530713	0.571044546851
sigB	clpP	20.0	20.0	0.686189710984	0.992115010426	1	0.730844793713	0.571428571429
sigD	yvbJ	20.0	20.0	0.716481019039	0.992113750166	0	0.730486008837	0.571428571429
spo0A	glgB	20.0	20.0	0.623944461993	0.99209278402	0	0.730127576055	0.571428571429
spoIVCB	ytlR	20.0	20.0	0.683799098696	0.992091752898	0	0.72976949485	0.571428571429
sigB	yfhF	20.0	20.0	0.697595270447	0.99208762841	1	0.729901960784	0.571812596006
abrB	epsJ	-20.0	20.0	0.625466494494	0.992085566166	-1	0.730034296913	0.572196620584
sigB	yrhK	20.0	20.0	0.675376734548	0.992080181418	0	0.729676787463	0.572196620584
sigD	yxkH	20.0	20.0	0.671278884701	0.992066891402	0	0.729319627998	0.572196620584
yuaC	opuCD	-20.0	20.0	0.647507105167	0.992066089418	0	0.728962818004	0.572196620584
degU	degQ	20.0	20.0	0.730533880804	0.992064370881	1	0.729095354523	0.572580645161
spxA	yqkE	20.0	20.0	0.610589541684	0.992061162946	0	0.728739002933	0.572580645161
sigD	yqbG	20.0	20.0	0.625050778695	0.992055319922	0	0.728382999511	0.572580645161
sigA	rplR	20.0	20.0	0.750769896567	0.992041686198	1	0.728515625	0.572964669739
yesS	yxjC	20.0	20.0	0.664472265267	0.99202988558	0	0.728160078087	0.572964669739
ydfI	uvsE	20.0	20.0	0.686996462532	0.992026906784	0	0.727804878049	0.572964669739
degU	yxiC	20.0	20.0	0.698825547982	0.992025302816	0	0.727450024378	0.572964669739
ccpA	opuAA	20.0	20.0	0.677940890946	0.992024615402	0	0.727095516569	0.572964669739
sigB	yfhK	20.0	20.0	0.642021321777	0.99202346971	1	0.727228446176	0.573348694316
ccpC	yhjN	-20.0	20.0	0.679662315026	0.992022782296	0	0.726874391431	0.573348694316
rok	yjcN	-20.0	20.0	0.726989340843	0.992010065125	-1	0.72700729927	0.573732718894
hxlR	yjpA	20.0	20.0	0.644818717405	0.991985547336	0	0.726653696498	0.573732718894
sigH	ndk	20.0	20.0	0.635704987546	0.991982797678	0	0.72630043753	0.573732718894
sigB	spxA	20.0	20.0	0.734773649144	0.991969278523	1	0.726433430515	0.574116743472
spoIVCB	ykvQ	20.0	20.0	0.709513397454	0.991961946101	1	0.726566294318	0.574500768049
sigV	yoeC	20.0	20.0	0.674627150246	0.991953238849	0	0.726213592233	0.574500768049
degU	yeeF	20.0	20.0	0.646713239978	0.991944187889	0	0.725861232411	0.574500768049
ccpA	iolI	-20.0	20.0	0.712543418396	0.99193261641	-1	0.725994180407	0.574884792627
ccpA	mdxE	-20.0	20.0	0.65722308907	0.99192356545	0	0.725642268541	0.574884792627
sigW	yoaF	20.0	20.0	0.647115078227	0.991923221743	1	0.725775193798	0.575268817204
sigG	yhcC	20.0	20.0	0.652575734146	0.991920128377	0	0.725423728814	0.575268817204
ccpA	xynP	-20.0	20.0	0.809695035279	0.991914972767	-1	0.725556631171	0.575652841782
spo0A	yppD	20.0	20.0	0.631265215446	0.991914285353	1	0.725689404935	0.576036866359
ydeC	ydzE	20.0	20.0	0.656712993607	0.991908442328	0	0.725338491296	0.576036866359
resD	qoxC	20.0	20.0	0.665417645119	0.991895610588	0	0.724987916868	0.576036866359
yraB	ypdA	20.0	20.0	0.701595235145	0.99189538145	0	0.724637681159	0.576036866359
codY	yxbB	-20.0	20.0	0.611743632453	0.991892058946	-1	0.724770642202	0.576420890937
spoIVCB	yclG	20.0	20.0	0.637612015608	0.991884611954	0	0.724420849421	0.576420890937
ylbO	spoIIIAG	-20.0	20.0	0.601940773117	0.9918773941	-1	0.724553786782	0.576804915515
cymR	cysK	-20.0	20.0	0.616715444835	0.991875904702	-1	0.72468659595	0.577188940092
fur	ywbO	-20.0	20.0	0.657990070363	0.991864218653	0	0.724337349398	0.577188940092
sigB	yoaA	20.0	20.0	0.661075062295	0.991862729255	1	0.724470134875	0.57757296467
sigB	ymzB	20.0	20.0	0.680967512435	0.991852188897	1	0.724602792489	0.577956989247
hpr	bacA	-20.0	20.0	0.623710895648	0.991840044572	-1	0.724735322425	0.578341013825
spxA	ytmB	20.0	20.0	0.684136054437	0.991838898881	0	0.724386724387	0.578341013825
abrB	epsK	-20.0	20.0	0.635204726229	0.991829733352	-1	0.724519230769	0.578725038402
msmR	yncC	20.0	20.0	0.692739730538	0.991827900247	0	0.7241710716	0.578725038402
sigG	ykoP	20.0	20.0	0.637310283125	0.991813120832	0	0.723823246878	0.578725038402
sigF	rsfA	20.0	20.0	0.953580193077	0.991806704962	1	0.723955832933	0.57910906298
abrB	ykkA	-20.0	20.0	0.669024068217	0.991790207011	0	0.723608445298	0.57910906298
ylpC	yhfC	-20.0	20.0	0.640305115241	0.99178264545	0	0.723261390887	0.57910906298
exuR	spoVID	20.0	20.0	0.627636792097	0.991781843466	0	0.722914669223	0.57910906298
ftsR	ywdE	20.0	20.0	0.641751891093	0.991780239499	0	0.722568279828	0.57910906298
