regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior	precision	recall
spoIVCB	yqcI	20.0	20.0	0.990395678333	0.999871336763	0	0.96875	0.0117870722433
xpf	xkdG	20.0	20.0	0.989099475587	0.999863138751	1	0.969696969697	0.0121673003802
xpf	ykzL	20.0	20.0	0.988453664074	0.999857331826	0	0.941176470588	0.0121673003802
cysL	cysJ	20.0	20.0	0.988760752432	0.99985141104	1	0.942857142857	0.0125475285171
sigE	cotJC	20.0	20.0	0.987461082826	0.999845945699	1	0.944444444444	0.012927756654
treR	treA	-20.0	20.0	0.986209864411	0.999844920948	-1	0.945945945946	0.0133079847909
sigE	spoIIIAA	20.0	20.0	0.987385467544	0.999843896196	1	0.947368421053	0.0136882129278
spoIVCB	sat	20.0	20.0	0.991110703326	0.999843668474	1	0.948717948718	0.0140684410646
ydfI	ydfJ	20.0	20.0	0.988252776589	0.999835698185	1	0.95	0.0144486692015
gltC	gltD	20.0	20.0	0.98799253376	0.999827955618	1	0.951219512195	0.0148288973384
sigE	cotJB	20.0	20.0	0.986473837225	0.999825678393	1	0.952380952381	0.0152091254753
sigE	kamA	20.0	20.0	0.986036164601	0.999821920971	1	0.953488372093	0.0155893536122
sigE	spoIIIAB	20.0	20.0	0.98858588932	0.999821237803	1	0.954545454545	0.015969581749
spoIVCB	spsE	20.0	20.0	0.987430116702	0.999817821965	1	0.955555555556	0.0163498098859
xpf	xkdK	20.0	20.0	0.985333951523	0.99981736652	1	0.95652173913	0.0167300380228
kipR	ycsG	-20.0	20.0	0.985508397897	0.999810420982	-1	0.957446808511	0.0171102661597
fnr	narG	20.0	20.0	0.987934928534	0.999807916034	1	0.958333333333	0.0174904942966
spoIVCB	gerT	20.0	20.0	0.986514890153	0.999806891283	1	0.959183673469	0.0178707224335
spoIVCB	ytcA	20.0	20.0	0.987437581862	0.999802336832	1	0.96	0.0182509505703
sigD	lytF	20.0	20.0	0.986302169591	0.999793569514	1	0.960784313725	0.0186311787072
comK	comEA	20.0	20.0	0.994100763661	0.999791747734	1	0.961538461538	0.0190114068441
sigE	ywdL	20.0	20.0	0.985036035926	0.999791292288	1	0.962264150943	0.019391634981
xpf	xepA	20.0	20.0	0.98419894352	0.999789242786	0	0.944444444444	0.019391634981
kipR	kipI	-20.0	20.0	0.984985717998	0.99978878734	-1	0.945454545455	0.0197718631179
ytlI	ytmO	20.0	20.0	0.986686260654	0.999784802196	1	0.946428571429	0.0201520912548
sigE	yodT	20.0	20.0	0.984211337261	0.999784460612	1	0.947368421053	0.0205323193916
kipR	ycsI	-20.0	20.0	0.98401874792	0.99976817845	-1	0.948275862069	0.0209125475285
xpf	xkdM	20.0	20.0	0.983629451867	0.999763510138	1	0.949152542373	0.0212927756654
yybR	yfkO	20.0	20.0	0.981241538311	0.999762940832	1	0.95	0.0216730038023
hxlR	hxlB	20.0	20.0	0.983272746587	0.99976282697	1	0.950819672131	0.0220532319392
hxlR	hxlA	20.0	20.0	0.982036646724	0.999759866577	1	0.951612903226	0.022433460076
gltC	gltA	20.0	20.0	0.981745404202	0.999748708173	1	0.952380952381	0.0228136882129
spoIVCB	yoaN	20.0	20.0	0.983065632154	0.999746886392	1	0.953125	0.0231939163498
spoIVCB	yodI	20.0	20.0	0.986998617015	0.999737891352	1	0.953846153846	0.0235741444867
ywcC	slrA	-20.0	20.0	0.98185834366	0.999726391363	-1	0.954545454545	0.0239543726236
spoIVCB	yhfA	20.0	20.0	0.985647075338	0.999725708196	0	0.940298507463	0.0239543726236
xpf	xkdE	20.0	20.0	0.981573752253	0.999723317109	1	0.941176470588	0.0243346007605
spoIVCB	gerPC	20.0	20.0	0.981131487737	0.999719673548	1	0.942028985507	0.0247148288973
spoIVCB	spsC	20.0	20.0	0.984381795285	0.999716827017	1	0.942857142857	0.0250950570342
sigE	spoVID	20.0	20.0	0.980999087788	0.999716371571	1	0.943661971831	0.0254752851711
sigE	cotO	20.0	20.0	0.9826451347	0.999712386427	1	0.944444444444	0.025855513308
sigE	spoIIIAC	20.0	20.0	0.978153031155	0.999707945837	1	0.945205479452	0.0262357414449
sigE	yodQ	20.0	20.0	0.977659532761	0.99970635178	1	0.945945945946	0.0266159695817
padR	yveF	-20.0	20.0	0.980975482726	0.999706124057	-1	0.946666666667	0.0269961977186
sigE	spoIIIAD	20.0	20.0	0.978900012571	0.999702252774	1	0.947368421053	0.0273764258555
sigE	yheC	20.0	20.0	0.980862609995	0.999700430993	1	0.948051948052	0.0277566539924
sigE	ykvU	20.0	20.0	0.98203315114	0.99969564882	1	0.948717948718	0.0281368821293
cymR	yrhB	-20.0	20.0	0.980276980892	0.999692232982	-1	0.949367088608	0.0285171102662
spoIVCB	ytcC	20.0	20.0	0.987429863644	0.999691663675	1	0.95	0.028897338403
spoIVCB	yfnE	20.0	20.0	0.985998044453	0.999690525063	1	0.950617283951	0.0292775665399
comK	nin	20.0	20.0	0.984024998973	0.999687450808	1	0.951219512195	0.0296577946768
bscR	cypB	-20.0	20.0	0.980992129618	0.999684490415	-1	0.951807228916	0.0300380228137
spoIVCB	ydgA	20.0	20.0	0.990685170546	0.999679025074	1	0.952380952381	0.0304182509506
ahrC	argH	-20.0	20.0	0.976501322002	0.999675609236	-1	0.952941176471	0.0307984790875
ytrA	ytrF	-20.0	20.0	0.985422995135	0.99967503993	-1	0.953488372093	0.0311787072243
ahrC	argG	-20.0	20.0	0.975998155382	0.999671168646	-1	0.954022988506	0.0315589353612
ydiH	alsD	-20.0	20.0	0.979063318796	0.999669574589	-1	0.954545454545	0.0319391634981
yxaF	qodI	-20.0	20.0	0.977444591178	0.999662173606	-1	0.955056179775	0.032319391635
spoIVCB	tgl	20.0	20.0	0.986347229777	0.999659668658	1	0.955555555556	0.0326996197719
sigE	ydcC	20.0	20.0	0.981230830141	0.999656138959	1	0.956043956044	0.0330798479087
cymR	ytnJ	-20.0	20.0	0.978437440353	0.999655228068	-1	0.95652173913	0.0334600760456
yfmP	yfmO	-20.0	20.0	0.978807591567	0.999652495398	-1	0.956989247312	0.0338403041825
xpf	xkdS	20.0	20.0	0.977304793984	0.999651926092	0	0.946808510638	0.0338403041825
spoIVCB	yitD	20.0	20.0	0.978284522961	0.999651242924	1	0.947368421053	0.0342205323194
sigE	cotE	20.0	20.0	0.978077549264	0.999651242924	1	0.947916666667	0.0346007604563
xpf	xkzA	20.0	20.0	0.975201085817	0.99965090134	0	0.938144329897	0.0346007604563
spoIVCB	cotF	20.0	20.0	0.977914105545	0.999645435999	1	0.938775510204	0.0349809885932
codY	yufP	-20.0	20.0	0.977839058014	0.999643272635	-1	0.939393939394	0.03536121673
spoIVCB	spsF	20.0	20.0	0.980516438145	0.999643272635	1	0.94	0.0357414448669
cggR	pgk	-20.0	20.0	0.979670617799	0.99964281719	-1	0.940594059406	0.0361216730038
spoIVCB	yodH	20.0	20.0	0.977367600986	0.999639059768	1	0.941176470588	0.0365019011407
ahrC	carA	-20.0	20.0	0.97487512491	0.999638035016	-1	0.941747572816	0.0368821292776
xpf	xhlB	20.0	20.0	0.97705082211	0.999637579571	0	0.932692307692	0.0368821292776
spoIVCB	gerPA	20.0	20.0	0.979000028811	0.999631089479	1	0.933333333333	0.0372623574144
fnr	narH	20.0	20.0	0.976384196221	0.999630520172	1	0.933962264151	0.0376425855513
spoIVCB	spsG	20.0	20.0	0.979044149682	0.999629837005	1	0.934579439252	0.0380228136882
xpf	xkdJ	20.0	20.0	0.977312725534	0.999628470669	1	0.935185185185	0.0384030418251
xpf	xkdQ	20.0	20.0	0.974684807108	0.999628015224	0	0.926605504587	0.0384030418251
sigE	ymaF	20.0	20.0	0.97757825365	0.999619475629	0	0.918181818182	0.0384030418251
ydiH	alsS	-20.0	20.0	0.976539018509	0.99961776771	-1	0.918918918919	0.038783269962
xpf	xlyA	20.0	20.0	0.983502551502	0.999616970681	0	0.910714285714	0.038783269962
spoIVCB	lipC	20.0	20.0	0.978856954393	0.99961423801	1	0.911504424779	0.0391634980989
sigD	mcpC	20.0	20.0	0.974778649205	0.999613213259	1	0.912280701754	0.0395437262357
spoIVCB	gerPB	20.0	20.0	0.977489567717	0.999611960785	1	0.913043478261	0.0399239543726
cssR	htrB	20.0	20.0	0.976382792182	0.999610936034	1	0.913793103448	0.0403041825095
desR	des	20.0	20.0	0.975499125346	0.999609000392	1	0.91452991453	0.0406844106464
sigG	sspA	20.0	20.0	0.978418012278	0.999607292473	1	0.915254237288	0.0410646387833
sigE	gerM	20.0	20.0	0.977130364418	0.999601030103	1	0.915966386555	0.0414448669202
ahrC	rocA	20.0	20.0	0.975301449346	0.999596931097	1	0.916666666667	0.041825095057
sigE	yokU	20.0	20.0	0.974601186982	0.999591465756	1	0.917355371901	0.0422053231939
ahrC	artR	-20.0	20.0	0.980868179754	0.999589871698	0	0.909836065574	0.0422053231939
spoIVCB	ytcB	20.0	20.0	0.976655275726	0.999589757837	1	0.910569105691	0.0425855513308
kipR	ycsF	-20.0	20.0	0.975230326696	0.999586683583	-1	0.911290322581	0.0429657794677
liaR	liaI	20.0	20.0	0.973596323114	0.999580648935	1	0.912	0.0433460076046
comK	comGF	20.0	20.0	0.975893436565	0.999573475675	1	0.912698412698	0.0437262357414
sigG	splB	20.0	20.0	0.977556270304	0.999573475675	1	0.913385826772	0.0441064638783
sigE	dacB	20.0	20.0	0.975428863008	0.999572678646	1	0.9140625	0.0444866920152
sigE	yrzE	20.0	20.0	0.976874299485	0.999567327166	0	0.906976744186	0.0444866920152
xpf	xkdW	20.0	20.0	0.979483793082	0.999563911328	0	0.9	0.0444866920152
ytrA	ywoB	-20.0	20.0	0.979878298722	0.999560381629	-1	0.900763358779	0.0448669201521
sigE	ylaM	20.0	20.0	0.974729053881	0.9995595846	0	0.893939393939	0.0448669201521
sigE	yheD	20.0	20.0	0.984289505012	0.999558559848	1	0.894736842105	0.045247148289
natR	natB	20.0	20.0	0.984429254311	0.999557648958	1	0.89552238806	0.0456273764259
sigD	mcpA	20.0	20.0	0.974993354977	0.999556510346	1	0.896296296296	0.0460076045627
natR	natA	20.0	20.0	0.973392140722	0.999556396484	1	0.897058823529	0.0463878326996
fnr	narI	20.0	20.0	0.974511352528	0.999554802426	1	0.897810218978	0.0467680608365
sigE	spoIIIAE	20.0	20.0	0.978499426659	0.999550361837	1	0.898550724638	0.0471482889734
nadR	nadA	-20.0	20.0	0.968118459132	0.999549337085	-1	0.89928057554	0.0475285171103
comK	comGD	20.0	20.0	0.978399790282	0.999547287583	1	0.9	0.0479087452471
spoIVCB	yitB	20.0	20.0	0.979955577094	0.999546376692	1	0.900709219858	0.048288973384
spoIVCB	yxeE	20.0	20.0	0.982009397294	0.999544213328	1	0.901408450704	0.0486692015209
sigE	yodP	20.0	20.0	0.971022494155	0.999541025213	1	0.902097902098	0.0490494296578
sigE	glnQ	20.0	20.0	0.973275243358	0.99954079749	1	0.902777777778	0.0494296577947
sigW	yvlA	20.0	20.0	0.973060318007	0.999540455906	1	0.903448275862	0.0498098859316
sigE	yesJ	20.0	20.0	0.977760272364	0.999536129178	1	0.904109589041	0.0501901140684
sigE	yodS	20.0	20.0	0.971689139588	0.999533510369	1	0.904761904762	0.0505703422053
comK	comGG	20.0	20.0	0.983835818604	0.999531460866	1	0.905405405405	0.0509505703422
ytrA	ytrC	-20.0	20.0	0.989960464261	0.999531233143	-1	0.906040268456	0.0513307984791
birA	ytbQ	-20.0	20.0	0.968818387369	0.999521782658	-1	0.906666666667	0.051711026616
kipR	lipC	-20.0	20.0	0.974711990052	0.999520871767	-1	0.907284768212	0.0520912547529
comK	comGA	20.0	20.0	0.98034549399	0.999520416322	1	0.907894736842	0.0524714828897
sigE	comER	20.0	20.0	0.975604976167	0.9995201886	0	0.901960784314	0.0524714828897
sigW	ydbS	20.0	20.0	0.969930804048	0.999519163848	1	0.902597402597	0.0528517110266
yxdJ	yxeA	20.0	20.0	0.96939177338	0.999510738114	1	0.903225806452	0.0532319391635
sigE	ylaK	20.0	20.0	0.967684795517	0.999507436137	0	0.897435897436	0.0532319391635
sigE	mmgC	20.0	20.0	0.968332368869	0.999503109409	1	0.898089171975	0.0536121673004
gutR	gutP	20.0	20.0	0.98814793134	0.999499465848	1	0.898734177215	0.0539923954373
sigE	ylbJ	20.0	20.0	0.968143110398	0.999499010403	1	0.899371069182	0.0543726235741
sigG	sspO	20.0	20.0	0.969678234626	0.999490812392	1	0.9	0.054752851711
sigD	yvyG	20.0	20.0	0.967819714265	0.999488079721	1	0.900621118012	0.0551330798479
ytlI	tcyM	20.0	20.0	0.969712029546	0.999485916357	1	0.901234567901	0.0555133079848
xpf	xtmA	20.0	20.0	0.96825688131	0.999483297548	1	0.901840490798	0.0558935361217
yvaP	catE	-20.0	20.0	0.965632433646	0.999476238149	-1	0.90243902439	0.0562737642586
mtlR	mtlD	20.0	20.0	0.970931655608	0.999475668842	1	0.90303030303	0.0566539923954
manR	manA	20.0	20.0	0.968313356989	0.999471228253	1	0.903614457831	0.0570342205323
xpf	xkzB	20.0	20.0	0.969407874673	0.999468723305	0	0.898203592814	0.0570342205323
frlR	frlN	-20.0	20.0	0.969210061715	0.999467243108	-1	0.89880952381	0.0574144486692
fur	ykuO	-20.0	20.0	0.968318149821	0.999466446079	-1	0.899408284024	0.0577946768061
sigE	spoVR	20.0	20.0	0.965509208146	0.99946473816	1	0.9	0.058174904943
spoIVCB	gerPE	20.0	20.0	0.970440033802	0.999463371825	1	0.900584795322	0.0585551330798
ytlI	rbfK	20.0	20.0	0.972020586269	0.999463371825	1	0.901162790698	0.0589353612167
spoIVCB	spoVFA	20.0	20.0	0.967933312126	0.999460980738	1	0.901734104046	0.0593155893536
manR	manP	20.0	20.0	0.965014693907	0.999458248068	1	0.902298850575	0.0596958174905
sigD	yfmS	20.0	20.0	0.96845123487	0.999452668866	1	0.902857142857	0.0600760456274
spoIVCB	ytxO	20.0	20.0	0.970409303806	0.999452555004	1	0.903409090909	0.0604562737643
ahrC	artQ	-20.0	20.0	0.972035933541	0.999450163918	0	0.898305084746	0.0604562737643
gutR	gutB	20.0	20.0	0.979583815833	0.999449139166	1	0.898876404494	0.0608365019011
lmrA	qodI	-20.0	20.0	0.965931683272	0.999446406496	-1	0.899441340782	0.061216730038
comK	nucA	20.0	20.0	0.979432864992	0.999441168877	1	0.9	0.0615969581749
spoIVCB	spsD	20.0	20.0	0.974610863412	0.999438891652	1	0.900552486188	0.0619771863118
fur	besA	-20.0	20.0	0.965223917181	0.999437525316	-1	0.901098901099	0.0623574144487
xpf	xkdV	20.0	20.0	0.978338698162	0.999436272842	0	0.896174863388	0.0623574144487
xpf	xkdX	20.0	20.0	0.969094660615	0.999435589675	0	0.891304347826	0.0623574144487
sigW	yeaA	20.0	20.0	0.972278664513	0.999435361952	1	0.891891891892	0.0627376425856
nadR	nifS	-20.0	20.0	0.963778304405	0.99942978275	-1	0.89247311828	0.0631178707224
sigE	yndA	20.0	20.0	0.964940303744	0.99942978275	0	0.887700534759	0.0631178707224
codY	dppA	-20.0	20.0	0.967046778165	0.999427277802	-1	0.88829787234	0.0634980988593
xpf	xtmB	20.0	20.0	0.961023606073	0.99942625305	1	0.888888888889	0.0638783269962
yuaC	opuBB	-20.0	20.0	0.970506356067	0.999424772854	-1	0.889473684211	0.0642585551331
sigE	spoIIIAF	20.0	20.0	0.956985400161	0.999423975825	1	0.890052356021	0.06463878327
sigE	mmgA	20.0	20.0	0.960854940375	0.999421926322	1	0.890625	0.0650190114068
spoIVCB	spsB	20.0	20.0	0.966528968459	0.999419876819	1	0.891191709845	0.0653992395437
cymR	yrrT	-20.0	20.0	0.965490235082	0.999418852068	-1	0.89175257732	0.0657794676806
padR	yveG	-20.0	20.0	0.967001832718	0.999417485732	-1	0.892307692308	0.0661596958175
fur	dhbA	-20.0	20.0	0.96551219451	0.999413386727	-1	0.892857142857	0.0665399239544
fur	ykuN	-20.0	20.0	0.966912931407	0.999412589698	-1	0.893401015228	0.0669201520913
sigE	yngH	20.0	20.0	0.964689506396	0.999411223363	1	0.893939393939	0.0673003802281
sigE	scoB	20.0	20.0	0.962299408708	0.999410540195	1	0.894472361809	0.067680608365
sigE	spoIIIAH	20.0	20.0	0.974985197065	0.999408832276	1	0.895	0.0680608365019
sigE	yngJ	20.0	20.0	0.963928333479	0.999408149108	1	0.89552238806	0.0684410646388
ycnK	ycnJ	-20.0	20.0	0.965399494343	0.999407124357	-1	0.89603960396	0.0688212927757
ahrC	rocG	20.0	20.0	0.96562335675	0.999407124357	1	0.896551724138	0.0692015209125
fur	ykuP	-20.0	20.0	0.967605773412	0.999407010495	-1	0.897058823529	0.0695817490494
sigG	yraE	20.0	20.0	0.964313563068	0.999404619409	1	0.89756097561	0.0699619771863
comK	comGC	20.0	20.0	0.969985215155	0.999401431293	1	0.898058252427	0.0703422053232
ohrR	ohrA	-20.0	20.0	0.963482071393	0.999396762981	-1	0.898550724638	0.0707224334601
ytrA	ytrD	-20.0	20.0	0.982863455854	0.999393688727	-1	0.899038461538	0.071102661597
sigD	fliS	20.0	20.0	0.970313864202	0.999387540218	1	0.8995215311	0.0714828897338
spoIVCB	cotSA	20.0	20.0	0.962478455402	0.999386629328	1	0.9	0.0718631178707
yuaC	opuBC	-20.0	20.0	0.964963269683	0.999386515466	-1	0.900473933649	0.0722433460076
sigD	yfmT	20.0	20.0	0.967507890109	0.999385832299	1	0.900943396226	0.0726235741445
sigD	yjfB	20.0	20.0	0.96516336363	0.999382416461	1	0.901408450704	0.0730038022814
ahrC	carB	-20.0	20.0	0.958512456957	0.999378659039	-1	0.901869158879	0.0733840304183
sigE	mmgB	20.0	20.0	0.963737256717	0.99937786201	1	0.902325581395	0.0737642585551
sigE	spoIIIAG	20.0	20.0	0.957505960551	0.999375129339	1	0.902777777778	0.074144486692
sigE	yngG	20.0	20.0	0.961490380456	0.999374673894	1	0.903225806452	0.0745247148289
ytlI	ytnM	20.0	20.0	0.96477281335	0.999372168946	1	0.903669724771	0.0749049429658
sigE	yngI	20.0	20.0	0.958781808844	0.999372055085	1	0.904109589041	0.0752851711027
spoIVCB	cotW	20.0	20.0	0.968630764735	0.999371258056	1	0.904545454545	0.0756653992395
sigE	yknT	20.0	20.0	0.967389107663	0.999371144195	1	0.904977375566	0.0760456273764
sigE	glnH	20.0	20.0	0.95392661735	0.999371144195	1	0.905405405405	0.0764258555133
xpf	xkdT	20.0	20.0	0.954757849733	0.999370347166	0	0.90134529148	0.0764258555133
ytlI	tcyK	20.0	20.0	0.964965713152	0.99936533727	1	0.901785714286	0.0768060836502
yuaC	opuBA	-20.0	20.0	0.961480883179	0.999359871929	-1	0.902222222222	0.0771863117871
cggR	eno	-20.0	20.0	0.964584102484	0.999357822426	-1	0.902654867257	0.077566539924
spoIVCB	spoVFB	20.0	20.0	0.956130118106	0.999355203617	1	0.903083700441	0.0779467680608
cymR	tcyK	-20.0	20.0	0.958710409483	0.999353154114	-1	0.90350877193	0.0783269961977
sigE	spoVD	20.0	20.0	0.956428749347	0.999347347189	1	0.903930131004	0.0787072243346
sigD	hemAT	20.0	20.0	0.961485980795	0.999346664021	1	0.904347826087	0.0790874524715
spoIVCB	cotV	20.0	20.0	0.975596106381	0.999346436299	1	0.904761904762	0.0794676806084
sigE	usd	20.0	20.0	0.959044793271	0.999342792738	1	0.905172413793	0.0798479087452
xpf	ykzM	20.0	20.0	0.987409677189	0.999335277894	0	0.901287553648	0.0798479087452
bmrR	bmr	20.0	20.0	0.966323758361	0.999333000669	1	0.901709401709	0.0802281368821
sigD	mcpB	20.0	20.0	0.966953312276	0.999332089778	1	0.902127659574	0.080608365019
cggR	gapA	-20.0	20.0	0.963016688082	0.999332089778	-1	0.902542372881	0.0809885931559
spoIVCB	cotP	20.0	20.0	0.959549435562	0.999331634333	1	0.902953586498	0.0813688212928
sigE	spoIVFB	20.0	20.0	0.958605520995	0.999326396715	1	0.903361344538	0.0817490494297
frlR	frlO	-20.0	20.0	0.963228546974	0.999325599686	-1	0.903765690377	0.0821292775665
fur	dhbC	-20.0	20.0	0.95918754932	0.999324574935	-1	0.904166666667	0.0825095057034
sigE	glnM	20.0	20.0	0.964250193959	0.999321842264	1	0.904564315353	0.0828897338403
splA	splB	-20.0	20.0	0.962370733311	0.99932150068	-1	0.904958677686	0.0832699619772
xpf	xkdR	20.0	20.0	0.958274553863	0.999319792761	0	0.901234567901	0.0832699619772
sigW	yvlC	20.0	20.0	0.962160949884	0.999316604645	1	0.901639344262	0.0836501901141
sigG	ycgH	20.0	20.0	0.96558270615	0.999314782865	0	0.897959183673	0.0836501901141
sigE	yjmD	20.0	20.0	0.952148768086	0.999313644252	1	0.89837398374	0.084030418251
spoIVCB	ytlD	20.0	20.0	0.957038236064	0.999311480888	1	0.898785425101	0.0844106463878
sigE	yodR	20.0	20.0	0.960403949768	0.999308520495	1	0.899193548387	0.0847908745247
sigF	gpr	20.0	20.0	0.96009114034	0.99930624327	1	0.899598393574	0.0851711026616
xpf	xkdU	20.0	20.0	0.969402975559	0.99930180268	0	0.896	0.0851711026616
cymR	mccA	-20.0	20.0	0.958151757255	0.999299525455	-1	0.896414342629	0.0855513307985
spoIVCB	yfnD	20.0	20.0	0.951082070474	0.999297020507	1	0.896825396825	0.0859315589354
bkdR	bkdB	20.0	20.0	0.962370159557	0.999296223478	1	0.897233201581	0.0863117870722
sigD	motB	20.0	20.0	0.961254026691	0.999294287836	1	0.897637795276	0.0866920152091
spoIVCB	spsA	20.0	20.0	0.957801999796	0.999287797744	1	0.898039215686	0.087072243346
sigE	exuT	20.0	20.0	0.962462750157	0.999281421512	1	0.8984375	0.0874524714829
sigE	prpB	20.0	20.0	0.961083562403	0.999280738345	1	0.898832684825	0.0878326996198
ytrA	ytrE	-20.0	20.0	0.987964042863	0.999279827455	-1	0.899224806202	0.0882129277567
bkdR	bkdAA	20.0	20.0	0.951056437091	0.999279827455	1	0.899613899614	0.0885931558935
sigE	spoIID	20.0	20.0	0.959149085828	0.999279599732	1	0.9	0.0889733840304
sigE	yhbH	20.0	20.0	0.963548324997	0.999278461119	1	0.900383141762	0.0893536121673
sigE	yjbE	20.0	20.0	0.957334139602	0.999271173998	0	0.896946564885	0.0893536121673
codY	yufO	-20.0	20.0	0.957403848986	0.999268213605	-1	0.897338403042	0.0897338403042
sigD	yvzG	20.0	20.0	0.960149520851	0.99926331757	0	0.893939393939	0.0897338403042
sigE	scoA	20.0	20.0	0.957028462104	0.999262292819	1	0.894339622642	0.0901140684411
sinR	epsM	-20.0	20.0	0.959374989495	0.999260015593	-1	0.894736842105	0.0904942965779
fur	dhbB	-20.0	20.0	0.957307300559	0.999257852229	-1	0.895131086142	0.0908745247148
spoIVCB	yrkC	20.0	20.0	0.970414457463	0.999255688865	1	0.89552238806	0.0912547528517
sigE	yqhV	20.0	20.0	0.957490756896	0.999250109663	1	0.895910780669	0.0916349809886
gmuR	gmuB	-20.0	20.0	0.957625495389	0.999247718576	-1	0.896296296296	0.0920152091255
gmuR	gmuC	-20.0	20.0	0.958732388797	0.999245327489	-1	0.89667896679	0.0923954372624
sigM	cypB	20.0	20.0	0.95355539336	0.999244416599	1	0.897058823529	0.0927756653992
cssR	htrA	20.0	20.0	0.958615374081	0.999242025512	1	0.897435897436	0.0931558935361
ftsR	ftsW	20.0	20.0	0.955171375458	0.999237926507	1	0.897810218978	0.093536121673
spoIVCB	yndL	20.0	20.0	0.972583007946	0.99923553542	1	0.898181818182	0.0939163498099
codY	frlN	-20.0	20.0	0.959244018945	0.999235307697	-1	0.898550724638	0.0942965779468
cymR	tcyJ	-20.0	20.0	0.95123891198	0.999234966113	-1	0.898916967509	0.0946768060837
cymR	rbfK	-20.0	20.0	0.964539622449	0.999234852252	-1	0.89928057554	0.0950570342205
csoR	copZ	-20.0	20.0	0.966802210559	0.999234282946	-1	0.899641577061	0.0954372623574
sigE	ywcB	20.0	20.0	0.973519375417	0.999233599778	1	0.9	0.0958174904943
spoIVCB	ywrJ	20.0	20.0	0.96464054075	0.999232461165	1	0.900355871886	0.0961977186312
spoIVCB	gerPD	20.0	20.0	0.959612080869	0.999229956217	1	0.900709219858	0.0965779467681
sigE	yjmC	20.0	20.0	0.954206987612	0.999228817605	1	0.901060070671	0.0969581749049
fur	fhuG	-20.0	20.0	0.959377522804	0.999227906715	-1	0.901408450704	0.0973384030418
citT	yflN	20.0	20.0	0.958436565737	0.999226768102	1	0.901754385965	0.0977186311787
sigW	yjoB	20.0	20.0	0.964147239492	0.999226654241	1	0.902097902098	0.0980988593156
ahrC	artP	-20.0	20.0	0.959383343034	0.999225971073	0	0.898954703833	0.0980988593156
deoR	pdp	-20.0	20.0	0.9590034892	0.999225287905	-1	0.899305555556	0.0984790874525
sigE	yugT	20.0	20.0	0.959307474828	0.999224604738	0	0.896193771626	0.0984790874525
