regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior	precision	recall
sigE	yutH	20.0	20.0	0.806460717598	0.997750442849	1	0.877272727273	0.293536121673
lmrA	lmrB	-20.0	20.0	0.815690532946	0.997749987404	-1	0.877412031782	0.29391634981
kdgR	kdgT	-20.0	20.0	0.840957933174	0.997743952757	-1	0.877551020408	0.294296577947
sigM	maf	20.0	20.0	0.823120972679	0.997742586421	0	0.876557191393	0.294296577947
ganR	ganQ	-20.0	20.0	0.872886252723	0.99774156167	-1	0.876696832579	0.294676806084
sigM	bcrC	20.0	20.0	0.82117484316	0.997735071577	1	0.876836158192	0.295057034221
ccpN	ykzW	-20.0	20.0	0.829050576947	0.997734957716	-1	0.8769751693	0.295437262357
cymR	yxeR	-20.0	20.0	0.809838853992	0.997734502271	0	0.875986471251	0.295437262357
gntR	gntP	-20.0	20.0	0.836058379094	0.997734046826	-1	0.876126126126	0.295817490494
sigL	rocA	20.0	20.0	0.827407336278	0.997724368618	1	0.876265466817	0.296197718631
sigD	flgG	20.0	20.0	0.83150121797	0.997724140895	1	0.876404494382	0.296577946768
mta	ymfH	20.0	20.0	0.816807292844	0.997719358722	1	0.876543209877	0.296958174905
fur	yclP	-20.0	20.0	0.829498511221	0.997718220109	-1	0.87668161435	0.297338403042
ccpA	nupC	-20.0	20.0	0.817250068414	0.997715373577	-1	0.876819708847	0.297718631179
sigM	radC	20.0	20.0	0.847518283143	0.997706378537	1	0.876957494407	0.298098859316
sigB	bmrU	20.0	20.0	0.823256594855	0.99770307656	1	0.877094972067	0.298479087452
spoIVCB	murAA	20.0	20.0	0.837546370259	0.997701824086	0	0.876116071429	0.298479087452
sigD	fliK	20.0	20.0	0.828738051349	0.997701027057	1	0.876254180602	0.298859315589
kdgR	kduD	-20.0	20.0	0.829362211752	0.997701027057	-1	0.876391982183	0.299239543726
sigG	sspE	20.0	20.0	0.856836782612	0.997700913196	1	0.876529477197	0.299619771863
xre	xkdC	-20.0	20.0	0.792544896787	0.997700799335	-1	0.876666666667	0.3
sigG	yurZ	20.0	20.0	0.833433964381	0.997700116167	0	0.875693673696	0.3
codY	leuD	-20.0	20.0	0.862174831432	0.997697155774	-1	0.875831485588	0.300380228137
perR	katA	-20.0	20.0	0.825292331843	0.997691348849	-1	0.875968992248	0.300760456274
mta	bmr	20.0	20.0	0.814409243674	0.997675408271	1	0.87610619469	0.301140684411
sigG	ykzP	20.0	20.0	0.825221424298	0.997670170652	0	0.875138121547	0.301140684411
ahrC	rocC	20.0	20.0	0.866111103716	0.997663338976	1	0.87527593819	0.301520912548
sigG	gerBC	20.0	20.0	0.80032613109	0.997659467693	1	0.875413450937	0.301901140684
gmuR	gmuE	-20.0	20.0	0.845129228052	0.99765923997	-1	0.875550660793	0.302281368821
sigD	lytB	20.0	20.0	0.83271175335	0.997657987496	1	0.875687568757	0.302661596958
sigF	yqcK	20.0	20.0	0.876075666453	0.997657190467	1	0.875824175824	0.303041825095
sigV	oatA	20.0	20.0	0.812808844317	0.997652408294	1	0.875960482986	0.303422053232
ysmB	gerE	20.0	20.0	0.800006609084	0.997647626121	0	0.875	0.303422053232
abrB	tasA	-20.0	20.0	0.815921042093	0.997647512259	-1	0.875136911281	0.303802281369
sigE	ywnG	20.0	20.0	0.808989820695	0.997643299392	0	0.874179431072	0.303802281369
sigE	yknU	20.0	20.0	0.836923487807	0.997641022167	0	0.873224043716	0.303802281369
ahrC	rocB	20.0	20.0	0.860740931944	0.9976332796	1	0.873362445415	0.304182509506
fur	yfhC	-20.0	20.0	0.80599541151	0.997627700398	-1	0.873500545256	0.304562737643
hpr	oppF	-20.0	20.0	0.78856988023	0.997626220201	-1	0.873638344227	0.304942965779
sigB	yvzE	20.0	20.0	0.789933820847	0.997618249912	0	0.872687704026	0.304942965779
sigG	yhcA	20.0	20.0	0.796432914867	0.997614606352	0	0.871739130435	0.304942965779
sigF	yugO	20.0	20.0	0.770308413173	0.997613809323	0	0.870792616721	0.304942965779
ybbB	feuA	20.0	20.0	0.83437913712	0.997610962791	1	0.870932754881	0.305323193916
sigG	csgA	20.0	20.0	0.794079884351	0.997605952895	1	0.871072589382	0.305703422053
ccpA	gmuD	-20.0	20.0	0.828540245652	0.997603220224	-1	0.871212121212	0.30608365019
ybfI	ybfH	20.0	20.0	0.805302750738	0.997596046964	0	0.87027027027	0.30608365019
sigG	yetO	20.0	20.0	0.812934363326	0.997593200433	0	0.869330453564	0.30608365019
sigG	ypzG	20.0	20.0	0.848262517141	0.997592631126	0	0.868392664509	0.30608365019
degU	yvcB	20.0	20.0	0.800693694615	0.997591264791	1	0.868534482759	0.306463878327
sigE	phoB	20.0	20.0	0.794401553115	0.997587165785	1	0.868675995694	0.306844106464
xpf	xlyB	20.0	20.0	0.796666952991	0.997586368756	0	0.867741935484	0.306844106464
abrB	gmuC	20.0	20.0	0.8424949284	0.997579992525	1	0.867883995704	0.307224334601
sigB	csbC	20.0	20.0	0.819517643461	0.997579764802	1	0.868025751073	0.307604562738
sigG	yqfX	20.0	20.0	0.828533982442	0.997577487577	1	0.868167202572	0.307984790875
perR	hemA	-20.0	20.0	0.797184539903	0.997571680652	-1	0.868308351178	0.308365019011
sigB	yfkJ	20.0	20.0	0.811928500867	0.99756257175	1	0.868449197861	0.308745247148
abrB	yrpD	-20.0	20.0	0.827557804418	0.99756166086	-1	0.86858974359	0.309125475285
ytrA	ywoD	-20.0	20.0	0.791069380311	0.997560977693	-1	0.868729989328	0.309505703422
abrB	ybdN	-20.0	20.0	0.815341802612	0.997553235126	-1	0.868869936034	0.309885931559
sigB	ycbP	20.0	20.0	0.815696557275	0.997553121265	1	0.869009584665	0.310266159696
sigF	ylbC	20.0	20.0	0.828172175462	0.997551527207	1	0.86914893617	0.310646387833
sigG	ypzI	20.0	20.0	0.811438884609	0.997548452953	0	0.868225292242	0.310646387833
sigE	yknV	20.0	20.0	0.810226576798	0.997545264837	0	0.867303609342	0.310646387833
walR	cwlO	20.0	20.0	0.822154975681	0.997543784641	1	0.867444326617	0.31102661597
ctsR	clpC	-20.0	20.0	0.79740694163	0.99754196286	-1	0.867584745763	0.311406844106
sigG	yoyE	20.0	20.0	0.776368645156	0.997537180687	0	0.866666666667	0.311406844106
perR	hemB	-20.0	20.0	0.796093406501	0.997535586629	-1	0.866807610994	0.311787072243
yfiV	aadK	20.0	20.0	0.837279752698	0.997531829207	0	0.865892291447	0.311787072243
sigE	spoIIM	20.0	20.0	0.801812301367	0.997531259901	1	0.866033755274	0.31216730038
sigB	yxnA	20.0	20.0	0.785481517611	0.997524997531	1	0.866174920969	0.312547528517
sigD	ylxF	20.0	20.0	0.806238919693	0.997522720305	1	0.866315789474	0.312927756654
sigB	yhcM	20.0	20.0	0.828453898475	0.997517938132	1	0.866456361725	0.313307984791
sigE	alrB	20.0	20.0	0.810533182553	0.997512472791	1	0.866596638655	0.313688212928
abrB	gmuD	20.0	20.0	0.785975496724	0.997507804479	1	0.866736621196	0.314068441065
sigB	yjlB	20.0	20.0	0.818482117003	0.997505071808	0	0.865828092243	0.314068441065
pucR	pucC	20.0	20.0	0.815760531537	0.997499606467	1	0.865968586387	0.314448669202
sigG	yitG	20.0	20.0	0.788446475429	0.997499606467	1	0.866108786611	0.314828897338
spo0A	glgB	20.0	20.0	0.815854863117	0.997498353993	0	0.865203761755	0.314828897338
gerE	yurS	20.0	20.0	0.808517038909	0.997498353993	1	0.865344467641	0.315209125475
sigV	yrhK	20.0	20.0	0.781270512424	0.997484576779	1	0.865484880083	0.315589353612
mhqR	ydfP	-20.0	20.0	0.824018910305	0.997483893611	-1	0.865625	0.315969581749
sigG	yuzA	20.0	20.0	0.835792871982	0.997483665889	1	0.865764828304	0.316349809886
resD	albE	20.0	20.0	0.849804753354	0.997478997577	1	0.865904365904	0.316730038023
yesS	yesW	20.0	20.0	0.857404401831	0.997476948074	1	0.866043613707	0.31711026616
sigM	rodA	20.0	20.0	0.802788676843	0.997476834213	1	0.866182572614	0.317490494297
sigD	fliP	20.0	20.0	0.814808037344	0.997476264906	1	0.866321243523	0.317870722433
spoIVCB	yqzO	20.0	20.0	0.809370202118	0.997466700559	0	0.865424430642	0.317870722433
sigE	yqfZ	20.0	20.0	0.828510143992	0.997460552051	1	0.865563598759	0.31825095057
araR	araE	-20.0	20.0	0.807912853125	0.997451443149	-1	0.865702479339	0.318631178707
hpr	nprE	-20.0	20.0	0.782370692262	0.997446091669	-1	0.865841073271	0.319011406844
yodB	catD	-20.0	20.0	0.764489988999	0.997445522363	-1	0.865979381443	0.319391634981
sigL	rocD	20.0	20.0	0.786372276502	0.997445408502	1	0.866117404737	0.319771863118
codY	frlD	-20.0	20.0	0.789304297083	0.997426279808	-1	0.866255144033	0.320152091255
sigF	ywnJ	20.0	20.0	0.784856977915	0.997424913473	1	0.866392600206	0.320532319392
sigG	yfhD	20.0	20.0	0.783626739351	0.997424571889	0	0.865503080082	0.320532319392
sigF	yusN	20.0	20.0	0.81779977172	0.997423547137	0	0.864615384615	0.320532319392
sigD	fliI	20.0	20.0	0.790253118546	0.997415804571	1	0.864754098361	0.320912547529
sigD	cheW	20.0	20.0	0.775190182402	0.997414096652	1	0.864892528147	0.321292775665
yvoA	nagP	-20.0	20.0	0.763902134829	0.997413299623	-1	0.865030674847	0.321673003802
sigH	yisK	20.0	20.0	0.792017832407	0.997412958039	0	0.864147088866	0.321673003802
sigH	spoVG	20.0	20.0	0.785762577266	0.997405557056	1	0.864285714286	0.322053231939
spoIIID	spoIVFA	-20.0	20.0	0.778927418229	0.997404532305	-1	0.864424057085	0.322433460076
sinR	epsF	-20.0	20.0	0.847772007464	0.997402482802	-1	0.864562118126	0.322813688213
spoIVCB	dapG	20.0	20.0	0.833281571602	0.997398839241	1	0.864699898271	0.32319391635
rok	albC	-20.0	20.0	0.787305650586	0.99739781449	-1	0.864837398374	0.323574144487
sigE	yobN	20.0	20.0	0.776339376303	0.997389047172	0	0.863959390863	0.323574144487
sigE	asnO	20.0	20.0	0.86800711255	0.997384151137	1	0.864097363083	0.323954372624
sigE	spsJ	20.0	20.0	0.77854853009	0.997383809553	0	0.863221884498	0.323954372624
spo0A	sigG	20.0	20.0	0.791946679711	0.997378002628	0	0.862348178138	0.323954372624
acoR	acoB	20.0	20.0	0.830577486763	0.997375042235	1	0.862487360971	0.32433460076
ydiH	lctP	-20.0	20.0	0.787745368329	0.99737458679	-1	0.862626262626	0.324714828897
ccpA	araD	-20.0	20.0	0.772292605306	0.997372878871	-1	0.862764883956	0.325095057034
fur	yusV	-20.0	20.0	0.782360099939	0.997370146201	-1	0.862903225806	0.325475285171
kdgR	kdgA	-20.0	20.0	0.837855925071	0.997366161056	-1	0.863041289023	0.325855513308
sigO	yvrJ	20.0	20.0	0.789681488289	0.997359670964	1	0.863179074447	0.326235741445
spoIVCB	yurS	20.0	20.0	0.850298305606	0.997359557102	1	0.863316582915	0.326615969582
sinR	epsD	-20.0	20.0	0.812010666297	0.997351814536	-1	0.863453815261	0.326996197719
yqaE	yqdA	-20.0	20.0	0.790588989578	0.997350789784	-1	0.863590772317	0.327376425856
ccpB	gntP	-20.0	20.0	0.806287115817	0.997347146224	-1	0.86372745491	0.327756653992
rocR	rocC	20.0	20.0	0.831076389302	0.997347032363	1	0.863863863864	0.328136882129
sigW	ydjP	20.0	20.0	0.767068327116	0.99734589375	1	0.864	0.328517110266
sigF	yhcM	20.0	20.0	0.791462030196	0.997344527415	1	0.864135864136	0.328897338403
sigE	spsK	20.0	20.0	0.783072247939	0.997344299692	0	0.863273453094	0.328897338403
cymR	ssuA	-20.0	20.0	0.810439191182	0.997336557125	-1	0.863409770688	0.32927756654
abrB	gntP	20.0	20.0	0.782086192607	0.997334621484	1	0.863545816733	0.329657794677
sigB	rsbX	20.0	20.0	0.79617457927	0.997327334362	1	0.86368159204	0.330038022814
comA	pel	20.0	20.0	0.782694407277	0.997322552189	1	0.863817097416	0.330418250951
sigG	spoVAEA	20.0	20.0	0.87590518459	0.997315948235	0	0.862959285005	0.330418250951
spo0A	glgC	20.0	20.0	0.80946765975	0.997312646258	0	0.862103174603	0.330418250951
araR	araQ	-20.0	20.0	0.768136653001	0.997306953195	-1	0.862239841427	0.330798479087
comK	flgL	20.0	20.0	0.79235824993	0.997305131414	1	0.862376237624	0.331178707224
yqaE	yqaJ	-20.0	20.0	0.77805376891	0.997302854189	-1	0.862512363996	0.331558935361
sigG	spoVAA	20.0	20.0	0.769221904485	0.997301032409	1	0.862648221344	0.331939163498
yesS	yetA	20.0	20.0	0.77197110972	0.997280195796	0	0.861796643633	0.331939163498
acoR	acoC	20.0	20.0	0.747010714436	0.997273136397	1	0.861932938856	0.332319391635
sigD	yviE	20.0	20.0	0.799009707667	0.997269720559	0	0.861083743842	0.332319391635
cymR	sirC	-20.0	20.0	0.773823321762	0.997269378975	-1	0.861220472441	0.332699619772
sigG	yugF	20.0	20.0	0.82755903547	0.997258448293	0	0.860373647984	0.332699619772
sigF	ypzH	20.0	20.0	0.774975038771	0.99724831464	0	0.85952848723	0.332699619772
sigG	ytzL	20.0	20.0	0.807414826484	0.997247631472	0	0.85868498528	0.332699619772
fur	efeN	-20.0	20.0	0.773001086694	0.997244443356	-1	0.858823529412	0.333079847909
sigD	tlpA	20.0	20.0	0.776446938922	0.997243646328	1	0.858961802155	0.333460076046
sigD	tlpB	20.0	20.0	0.7696478358	0.997239888906	1	0.859099804305	0.333840304183
sigD	dgcW	20.0	20.0	0.745254001113	0.997238864154	0	0.85826001955	0.333840304183
sigM	ycgQ	20.0	20.0	0.743394958669	0.99723761168	1	0.8583984375	0.334220532319
sigD	yvbX	20.0	20.0	0.765201083878	0.997234195842	0	0.85756097561	0.334220532319
ykrK	khtT	-20.0	20.0	0.795962658013	0.997230096836	0	0.856725146199	0.334220532319
abrB	yqxI	-20.0	20.0	0.844305789362	0.997230096836	-1	0.856864654333	0.334600760456
levR	levF	20.0	20.0	0.788763718418	0.997223037437	1	0.857003891051	0.334980988593
ccpA	rbsK	-20.0	20.0	0.815154643565	0.997215408732	-1	0.857142857143	0.33536121673
sigG	yngD	20.0	20.0	0.784145257841	0.997214497842	0	0.856310679612	0.33536121673
acoR	acoA	20.0	20.0	0.823964640526	0.997213359229	1	0.856450048497	0.335741444867
sigF	yfhD	20.0	20.0	0.767479645703	0.997209487946	0	0.855620155039	0.335741444867
sigW	yknY	20.0	20.0	0.762659729849	0.997206641414	1	0.855759922556	0.336121673004
resD	nasD	20.0	20.0	0.749912461528	0.997205844385	1	0.855899419729	0.336501901141
rok	albD	-20.0	20.0	0.784629382524	0.997204933495	-1	0.856038647343	0.336882129278
sigB	yflA	20.0	20.0	0.762570790934	0.997199012709	1	0.856177606178	0.337262357414
perR	hemX	-20.0	20.0	0.770577356843	0.997197190929	-1	0.856316297011	0.337642585551
ylaC	ohrB	20.0	20.0	0.782869516755	0.997196849345	0	0.85549132948	0.337642585551
perR	zosA	-20.0	20.0	0.773342782723	0.997194002813	-1	0.855630413859	0.338022813688
ydiH	ldh	-20.0	20.0	0.768764248584	0.997192181033	-1	0.855769230769	0.338403041825
xylR	xylB	-20.0	20.0	0.773998938351	0.997188082027	-1	0.85590778098	0.338783269962
lmrA	yxaF	-20.0	20.0	0.8070634884	0.997179542431	-1	0.856046065259	0.339163498099
walR	ydjM	20.0	20.0	0.80085880642	0.997175443426	1	0.856184084372	0.339543726236
yclA	bsdD	20.0	20.0	0.773341351988	0.997168611749	1	0.85632183908	0.339923954373
codY	yjcK	-20.0	20.0	0.781468512121	0.997167359275	0	0.855502392344	0.339923954373
lmrA	yxaH	-20.0	20.0	0.803130454251	0.997165651356	-1	0.855640535373	0.34030418251
sigL	levD	20.0	20.0	0.764720289902	0.99716064146	1	0.855778414518	0.340684410646
spoIVCB	cdoA	20.0	20.0	0.759734758062	0.997152101865	0	0.854961832061	0.340684410646
sigG	yrrD	20.0	20.0	0.753725324789	0.997148913749	1	0.855100095329	0.341064638783
gerE	gerPC	-20.0	20.0	0.749456236993	0.997148344443	-1	0.855238095238	0.34144486692
pucR	pucK	20.0	20.0	0.775605007238	0.997133884061	1	0.85537583254	0.341825095057
hpr	oppC	-20.0	20.0	0.740075373095	0.997125458327	-1	0.855513307985	0.342205323194
sigG	yhcQ	20.0	20.0	0.752875221407	0.997124889021	1	0.855650522317	0.342585551331
yhjM	ntdC	20.0	20.0	0.788607727671	0.997123978131	1	0.855787476281	0.342965779468
spoIVCB	yvdP	20.0	20.0	0.825285632139	0.997116577148	1	0.855924170616	0.343346007605
sigD	degR	20.0	20.0	0.764267952819	0.997115324674	1	0.856060606061	0.343726235741
ccpA	ilvC	20.0	20.0	0.768301937776	0.997114413784	1	0.856196783349	0.344106463878
hpr	oppD	-20.0	20.0	0.760207955467	0.997112022697	-1	0.856332703214	0.344486692015
sigG	gerKA	20.0	20.0	0.773151120136	0.997109745472	1	0.856468366383	0.344866920152
spoIVCB	yhcO	20.0	20.0	0.843052524638	0.997107582107	1	0.856603773585	0.345247148289
ydiH	cydD	-20.0	20.0	0.751294599171	0.997107468246	-1	0.856738925542	0.345627376426
ccpA	gmuA	-20.0	20.0	0.774002319084	0.997102799934	-1	0.856873822976	0.346007604563
comK	dprA	20.0	20.0	0.78418445684	0.997091983113	1	0.857008466604	0.3463878327
sigG	ybxH	20.0	20.0	0.780916105553	0.997090275194	1	0.857142857143	0.346768060837
sigD	fliR	20.0	20.0	0.787475618467	0.997083898963	1	0.857276995305	0.347148288973
cymR	yjnA	-20.0	20.0	0.737051261117	0.997078547483	0	0.856472795497	0.347148288973
phoP	tuaA	20.0	20.0	0.762312687409	0.99707740887	1	0.856607310216	0.34752851711
lexA	yneA	-20.0	20.0	0.758122986368	0.997076384119	-1	0.856741573034	0.347908745247
cssR	cssS	20.0	20.0	0.770386489581	0.997075473229	1	0.856875584659	0.348288973384
sigD	fliZ	20.0	20.0	0.808221331508	0.997074334616	1	0.857009345794	0.348669201521
sigB	yuzH	20.0	20.0	0.768949122935	0.997073537587	0	0.856209150327	0.348669201521
sigE	yobW	20.0	20.0	0.737416581571	0.997056002951	0	0.855410447761	0.348669201521
ccpA	acuC	-20.0	20.0	0.814608729454	0.997053611865	-1	0.855545200373	0.349049429658
ylpC	fabHB	-20.0	20.0	0.778322177326	0.997052587113	-1	0.855679702048	0.349429657795
sigE	ydbI	20.0	20.0	0.772232436377	0.997049740581	0	0.85488372093	0.349429657795
ccpA	yrbE	-20.0	20.0	0.850428051596	0.997049285136	0	0.854089219331	0.349429657795
sigF	spoIVB	20.0	20.0	0.730132973309	0.997047577217	1	0.854224698236	0.349809885932
spoIVCB	dapA	20.0	20.0	0.777653651297	0.997042567321	1	0.854359925788	0.350190114068
sigB	ywmE	20.0	20.0	0.757104759551	0.99703801287	1	0.854494902688	0.350570342205
fur	yhfQ	-20.0	20.0	0.767195340572	0.997030042581	-1	0.85462962963	0.350950570342
sigD	flhF	20.0	20.0	0.739239339987	0.997028903969	1	0.854764107308	0.351330798479
sigM	ltaSA	20.0	20.0	0.773690714941	0.997026740604	1	0.854898336414	0.351711026616
sigE	ywlD	20.0	20.0	0.744384358076	0.997025032685	0	0.854108956602	0.351711026616
spoIVCB	ysmB	20.0	20.0	0.780791874067	0.997023324766	0	0.85332103321	0.351711026616
sigF	ylbB	20.0	20.0	0.778018974594	0.997020478234	1	0.853456221198	0.352091254753
sigB	rsbW	20.0	20.0	0.73264587908	0.997017973286	1	0.853591160221	0.35247148289
sigB	yocK	20.0	20.0	0.721568724264	0.997011938639	1	0.853725850966	0.352851711027
ccpA	acoR	-20.0	20.0	0.747258401836	0.997007270327	-1	0.853860294118	0.353231939163
sigB	yxlJ	20.0	20.0	0.762739024586	0.997003171321	1	0.853994490358	0.3536121673
mhqR	yodE	-20.0	20.0	0.733215568135	0.997000780234	-1	0.854128440367	0.353992395437
fur	ybdZ	-20.0	20.0	0.745780831836	0.99699861687	0	0.853345554537	0.353992395437
hpr	oppB	-20.0	20.0	0.729317889576	0.996994062419	-1	0.85347985348	0.354372623574
sigF	yjbA	20.0	20.0	0.740974149987	0.996990988165	1	0.853613906679	0.354752851711
spo0A	lytF	20.0	20.0	0.797750065991	0.99698700302	0	0.852833638026	0.354752851711
resD	sboA	20.0	20.0	0.782660252512	0.996986319853	1	0.85296803653	0.355133079848
comK	ywfM	20.0	20.0	0.810132489874	0.996979260454	0	0.852189781022	0.355133079848
sigE	yjdH	20.0	20.0	0.734565993035	0.996977324812	0	0.851412944394	0.355133079848
slrR	lytC	-20.0	20.0	0.763629445799	0.996973225807	-1	0.851548269581	0.355513307985
ccpA	ilvB	20.0	20.0	0.731803356481	0.996970948581	1	0.851683348499	0.355893536122
zur	yciC	-20.0	20.0	0.756344806061	0.996970720859	-1	0.851818181818	0.356273764259
adaA	alkA	20.0	20.0	0.720251474674	0.996969582246	1	0.851952770209	0.356653992395
zur	adcA	-20.0	20.0	0.762655702923	0.996969354523	-1	0.852087114338	0.357034220532
sinR	yvfV	-20.0	20.0	0.746071561385	0.996963547598	-1	0.852221214869	0.357414448669
resD	resB	20.0	20.0	0.750088621369	0.996959562454	1	0.852355072464	0.357794676806
sigF	spoIIP	20.0	20.0	0.806467587013	0.99695022583	1	0.852488687783	0.358174904943
sigB	yisP	20.0	20.0	0.758057606088	0.996944418905	0	0.851717902351	0.358174904943
pucR	pucJ	20.0	20.0	0.778136158703	0.996943735737	1	0.851851851852	0.35855513308
sigE	ctpB	20.0	20.0	0.72737790872	0.996940775344	1	0.851985559567	0.358935361217
sigD	fliQ	20.0	20.0	0.74751198914	0.996939978315	1	0.85211902615	0.359315589354
sigB	yerD	20.0	20.0	0.780461624335	0.996939295147	1	0.852252252252	0.35969581749
ccpA	ilvH	20.0	20.0	0.723497027186	0.996934512974	1	0.852385238524	0.360076045627
resD	resC	20.0	20.0	0.721891897426	0.996933715945	1	0.852517985612	0.360456273764
spoIVCB	yeeK	20.0	20.0	0.747024237762	0.996927339714	1	0.85265049416	0.360836501901
spo0A	spoIIE	20.0	20.0	0.776272268105	0.996927339714	1	0.852782764811	0.361216730038
comK	maf	20.0	20.0	0.82521317585	0.996926314962	1	0.852914798206	0.361596958175
sigB	yhdN	20.0	20.0	0.725113224962	0.996925859517	1	0.853046594982	0.361977186312
sigB	ygxB	20.0	20.0	0.77898618596	0.996913107055	1	0.853178155774	0.362357414449
sigL	rocC	20.0	20.0	0.78462287428	0.996909577355	1	0.853309481216	0.362737642586
sigB	yugU	20.0	20.0	0.75831020889	0.996907869436	1	0.853440571939	0.363117870722
yvoA	nagA	-20.0	20.0	0.778917893474	0.99690638924	-1	0.853571428571	0.363498098859
mta	blt	20.0	20.0	0.740451151245	0.996903087263	1	0.85370205174	0.363878326996
ylpC	fabG	-20.0	20.0	0.742807863004	0.996900013009	-1	0.853832442068	0.364258555133
xre	xpf	-20.0	20.0	0.756669119222	0.996899785286	0	0.853072128228	0.364258555133
spo0A	yabS	20.0	20.0	0.770703509814	0.996898874396	0	0.85231316726	0.364258555133
spoIVCB	yjcZ	20.0	20.0	0.788415493182	0.996896938754	0	0.851555555556	0.364258555133
sigG	sspK	20.0	20.0	0.811723911969	0.996893636777	1	0.851687388988	0.36463878327
sigW	yfhM	20.0	20.0	0.856556742119	0.996884755598	1	0.851818988465	0.365019011407
gerE	yfnH	20.0	20.0	0.73388465085	0.996878493228	0	0.851063829787	0.365019011407
sigB	clpC	20.0	20.0	0.756836096863	0.996874394222	1	0.85119574845	0.365399239544
perR	hemC	-20.0	20.0	0.719451546083	0.996873938777	-1	0.851327433628	0.365779467681
comA	srfAC	20.0	20.0	0.789818244146	0.996855720974	1	0.851458885942	0.366159695817
ccpA	leuB	20.0	20.0	0.716024786729	0.996855037806	1	0.851590106007	0.366539923954
spo0A	glgP	20.0	20.0	0.902386949678	0.996848092269	0	0.850838481906	0.366539923954
glnR	ureC	-20.0	20.0	0.72935272682	0.996827255656	-1	0.850970017637	0.366920152091
comA	comS	20.0	20.0	0.758170150166	0.99682406754	1	0.851101321586	0.367300380228
yhjM	glcP	20.0	20.0	0.764522082013	0.996820196257	1	0.851232394366	0.367680608365
gerE	yfnG	20.0	20.0	0.708446721372	0.996815414084	0	0.850483729112	0.367680608365
abrB	yqxJ	-20.0	20.0	0.746883506853	0.996813022997	-1	0.850615114236	0.368060836502
ccpA	kdgK	-20.0	20.0	0.928737433939	0.996805052708	-1	0.850746268657	0.368441064639
sigB	yoaA	20.0	20.0	0.763987290915	0.996801067563	1	0.850877192982	0.368821292776
yqaE	yqaG	-20.0	20.0	0.701891361771	0.996799473505	-1	0.851007887818	0.369201520913
sigE	sqhC	20.0	20.0	0.817340260595	0.996795146777	1	0.851138353765	0.369581749049
phoP	tuaC	20.0	20.0	0.808207444151	0.996785013124	1	0.851268591426	0.369961977186
ccpA	yhaR	-20.0	20.0	0.83876053141	0.996782735898	-1	0.851398601399	0.370342205323
comA	rapF	20.0	20.0	0.724239319801	0.996774310164	1	0.851528384279	0.37072243346
rok	yybL	-20.0	20.0	0.749337155311	0.996771919078	-1	0.851657940663	0.371102661597
phoP	tuaB	20.0	20.0	0.84782612498	0.996771349771	1	0.851787271142	0.371482889734
cymR	cysK	-20.0	20.0	0.740536406628	0.996770666604	-1	0.851916376307	0.371863117871
dnaA	yydA	-20.0	20.0	0.771849094328	0.996766226014	-1	0.852045256745	0.372243346008
cymR	ssuC	-20.0	20.0	0.688574314953	0.996764290372	-1	0.852173913043	0.372623574144
spoIVCB	cgeC	20.0	20.0	0.772450538653	0.996758825031	1	0.852302345786	0.373003802281
gabR	gabD	20.0	20.0	0.777490582255	0.996756433945	1	0.852430555556	0.373384030418
yvoA	nagBA	-20.0	20.0	0.712614416879	0.9967559785	-1	0.852558542931	0.373764258555
codY	frlB	-20.0	20.0	0.752846082976	0.996755523054	-1	0.852686308492	0.374144486692
sigB	yraA	20.0	20.0	0.720177128474	0.996750285436	1	0.852813852814	0.374524714829
ylpC	fabD	-20.0	20.0	0.748089697541	0.99674618643	-1	0.852941176471	0.374904942966
fadR	ykzU	-20.0	20.0	0.735707109447	0.996742998315	0	0.852203975799	0.374904942966
ccpA	gmuC	-20.0	20.0	0.848820265055	0.996731726049	-1	0.852331606218	0.375285171103
ctsR	yacK	-20.0	20.0	0.744757392867	0.996731498326	-1	0.852459016393	0.37566539924
sigB	csbX	20.0	20.0	0.751862904255	0.996717379528	1	0.852586206897	0.376045627376
spoIVCB	yunC	20.0	20.0	0.714061109431	0.996715330025	0	0.851851851852	0.376045627376
sigB	yfhF	20.0	20.0	0.721052596401	0.99670679043	1	0.851979345955	0.376425855513
arsR	yqcK	-20.0	20.0	0.782786239722	0.996702691424	-1	0.852106620808	0.37680608365
ylaC	yqaI	20.0	20.0	0.723864588975	0.996701211228	0	0.851374570447	0.37680608365
yesS	yesV	20.0	20.0	0.738157382821	0.996700641921	1	0.851502145923	0.377186311787
comA	srfAB	20.0	20.0	0.742804483705	0.996698820141	1	0.851629502573	0.377566539924
rok	yybM	-20.0	20.0	0.743100267314	0.996695632025	-1	0.85175664096	0.377946768061
sigM	ypbG	20.0	20.0	0.741482013344	0.996693924106	1	0.851883561644	0.378326996198
yuaC	gbsB	-20.0	20.0	0.77932312665	0.996691874603	-1	0.852010265184	0.378707224335
codY	bkdB	-20.0	20.0	0.77094151981	0.99668174095	-1	0.852136752137	0.379087452471
spoIVCB	yjaU	20.0	20.0	0.741744229111	0.996677755806	0	0.851409052092	0.379087452471
purR	pbuG	-20.0	20.0	0.743672889547	0.996676844916	-1	0.851535836177	0.379467680608
sigB	yfhL	20.0	20.0	0.687074332716	0.996675820164	1	0.851662404092	0.379847908745
lexA	yneB	-20.0	20.0	0.741618748667	0.996674226106	-1	0.851788756388	0.380228136882
